Year,Geography,GeoCode,Economic family type,Household food security status,Value
2019,Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2020,Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2018,Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",26.4
2019,Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",25.3
2020,Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",25.1
2018,Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2019,Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2020,Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2018,Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2019,Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2020,Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2018,Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, marginal",7.3
2019,Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2020,Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, marginal",9.6
2018,Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",38.4
2019,Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",32.9
2020,Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",36.2
2018,Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, moderate",22.5
2019,Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, moderate",20.7
2020,Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, moderate",17.7
2018,Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, severe",16.0
2019,Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, severe",12.2
2020,Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, severe",18.5
2018,Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, marginal",8.7
2019,Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, marginal",5.8
2020,Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, marginal",6.2
2018,Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",17.4
2019,Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",12.1
2020,Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",16.7
2018,Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, moderate",9.8
2019,Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, moderate",8.3
2020,Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, moderate",9.3
2018,Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, severe",7.6
2019,Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, severe",3.8
2020,Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, severe",7.4
2018,Atlantic provinces,,Persons not in an economic family,"data.Food insecure, marginal",5.7
2019,Atlantic provinces,,Persons not in an economic family,"data.Food insecure, marginal",7.2
2020,Atlantic provinces,,Persons not in an economic family,"data.Food insecure, marginal",4.4
2018,Atlantic provinces,,Persons not in an economic family,"data.Food insecure, moderate or severe",17.6
2019,Atlantic provinces,,Persons not in an economic family,"data.Food insecure, moderate or severe",16.3
2020,Atlantic provinces,,Persons not in an economic family,"data.Food insecure, moderate or severe",17.0
2018,Atlantic provinces,,Persons not in an economic family,"data.Food insecure, moderate",9.0
2019,Atlantic provinces,,Persons not in an economic family,"data.Food insecure, moderate",8.4
2020,Atlantic provinces,,Persons not in an economic family,"data.Food insecure, moderate",9.2
2018,Atlantic provinces,,Persons not in an economic family,"data.Food insecure, severe",8.6
2019,Atlantic provinces,,Persons not in an economic family,"data.Food insecure, severe",8.0
2020,Atlantic provinces,,Persons not in an economic family,"data.Food insecure, severe",7.8
2018,Atlantic provinces,,Elderly persons not in an economic family,"data.Food insecure, marginal",4.9
2019,Atlantic provinces,,Elderly persons not in an economic family,"data.Food insecure, marginal",4.2
2020,Atlantic provinces,,Elderly persons not in an economic family,"data.Food insecure, marginal",4.3
2018,Atlantic provinces,,Elderly persons not in an economic family,"data.Food insecure, moderate or severe",10.9
2019,Atlantic provinces,,Elderly persons not in an economic family,"data.Food insecure, moderate or severe",8.1
2020,Atlantic provinces,,Elderly persons not in an economic family,"data.Food insecure, moderate or severe",9.5
2018,Atlantic provinces,,Elderly persons not in an economic family,"data.Food insecure, moderate",6.6
2019,Atlantic provinces,,Elderly persons not in an economic family,"data.Food insecure, moderate",6.3
2020,Atlantic provinces,,Elderly persons not in an economic family,"data.Food insecure, moderate",6.4
2018,Atlantic provinces,,Elderly persons not in an economic family,"data.Food insecure, severe",4.3
2019,Atlantic provinces,,Elderly persons not in an economic family,"data.Food insecure, severe",1.8
2020,Atlantic provinces,,Elderly persons not in an economic family,"data.Food insecure, severe",3.0
2018,Atlantic provinces,,Elderly males not in an economic family,"data.Food insecure, marginal",6.8
2019,Atlantic provinces,,Elderly males not in an economic family,"data.Food insecure, marginal",4.7
2020,Atlantic provinces,,Elderly males not in an economic family,"data.Food insecure, marginal",3.8
2018,Atlantic provinces,,Elderly males not in an economic family,"data.Food insecure, moderate or severe",14.3
2019,Atlantic provinces,,Elderly males not in an economic family,"data.Food insecure, moderate or severe",8.5
2020,Atlantic provinces,,Elderly males not in an economic family,"data.Food insecure, moderate or severe",10.6
2018,Atlantic provinces,,Elderly males not in an economic family,"data.Food insecure, moderate",8.2
2019,Atlantic provinces,,Elderly males not in an economic family,"data.Food insecure, moderate",6.2
2020,Atlantic provinces,,Elderly males not in an economic family,"data.Food insecure, moderate",7.7
2018,Atlantic provinces,,Elderly males not in an economic family,"data.Food insecure, severe",6.1
2019,Atlantic provinces,,Elderly males not in an economic family,"data.Food insecure, severe",
2020,Atlantic provinces,,Elderly males not in an economic family,"data.Food insecure, severe",2.9
2018,Atlantic provinces,,Elderly females not in an economic family,"data.Food insecure, marginal",3.9
2019,Atlantic provinces,,Elderly females not in an economic family,"data.Food insecure, marginal",3.9
2020,Atlantic provinces,,Elderly females not in an economic family,"data.Food insecure, marginal",4.5
2018,Atlantic provinces,,Elderly females not in an economic family,"data.Food insecure, moderate or severe",9.0
2019,Atlantic provinces,,Elderly females not in an economic family,"data.Food insecure, moderate or severe",7.9
2020,Atlantic provinces,,Elderly females not in an economic family,"data.Food insecure, moderate or severe",8.8
2018,Atlantic provinces,,Elderly females not in an economic family,"data.Food insecure, moderate",5.7
2019,Atlantic provinces,,Elderly females not in an economic family,"data.Food insecure, moderate",6.4
2020,Atlantic provinces,,Elderly females not in an economic family,"data.Food insecure, moderate",5.7
2018,Atlantic provinces,,Elderly females not in an economic family,"data.Food insecure, severe",3.3
2019,Atlantic provinces,,Elderly females not in an economic family,"data.Food insecure, severe",
2020,Atlantic provinces,,Elderly females not in an economic family,"data.Food insecure, severe",3.1
2018,Atlantic provinces,,Non-elderly persons not in an economic family,"data.Food insecure, marginal",6.2
2019,Atlantic provinces,,Non-elderly persons not in an economic family,"data.Food insecure, marginal",8.9
2020,Atlantic provinces,,Non-elderly persons not in an economic family,"data.Food insecure, marginal",4.4
2018,Atlantic provinces,,Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",21.1
2019,Atlantic provinces,,Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",21.0
2020,Atlantic provinces,,Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",21.3
2018,Atlantic provinces,,Non-elderly persons not in an economic family,"data.Food insecure, moderate",10.3
2019,Atlantic provinces,,Non-elderly persons not in an economic family,"data.Food insecure, moderate",9.5
2020,Atlantic provinces,,Non-elderly persons not in an economic family,"data.Food insecure, moderate",10.8
2018,Atlantic provinces,,Non-elderly persons not in an economic family,"data.Food insecure, severe",10.8
2019,Atlantic provinces,,Non-elderly persons not in an economic family,"data.Food insecure, severe",11.5
2020,Atlantic provinces,,Non-elderly persons not in an economic family,"data.Food insecure, severe",10.5
2018,Atlantic provinces,,Non-elderly males not in an economic family,"data.Food insecure, marginal",6.2
2019,Atlantic provinces,,Non-elderly males not in an economic family,"data.Food insecure, marginal",7.7
2020,Atlantic provinces,,Non-elderly males not in an economic family,"data.Food insecure, marginal",5.3
2018,Atlantic provinces,,Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",20.6
2019,Atlantic provinces,,Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",23.1
2020,Atlantic provinces,,Non-elderly males not in an economic family,"data.Food insecure, moderate or severe",18.2
2018,Atlantic provinces,,Non-elderly males not in an economic family,"data.Food insecure, moderate",10.2
2019,Atlantic provinces,,Non-elderly males not in an economic family,"data.Food insecure, moderate",11.1
2020,Atlantic provinces,,Non-elderly males not in an economic family,"data.Food insecure, moderate",9.2
2018,Atlantic provinces,,Non-elderly males not in an economic family,"data.Food insecure, severe",10.4
2019,Atlantic provinces,,Non-elderly males not in an economic family,"data.Food insecure, severe",12.0
2020,Atlantic provinces,,Non-elderly males not in an economic family,"data.Food insecure, severe",9.0
2018,Atlantic provinces,,Non-elderly females not in an economic family,"data.Food insecure, marginal",6.1
2019,Atlantic provinces,,Non-elderly females not in an economic family,"data.Food insecure, marginal",10.2
2020,Atlantic provinces,,Non-elderly females not in an economic family,"data.Food insecure, marginal",3.5
2018,Atlantic provinces,,Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",21.8
2019,Atlantic provinces,,Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",18.6
2020,Atlantic provinces,,Non-elderly females not in an economic family,"data.Food insecure, moderate or severe",24.8
2018,Atlantic provinces,,Non-elderly females not in an economic family,"data.Food insecure, moderate",10.5
2019,Atlantic provinces,,Non-elderly females not in an economic family,"data.Food insecure, moderate",7.7
2020,Atlantic provinces,,Non-elderly females not in an economic family,"data.Food insecure, moderate",12.7
2018,Atlantic provinces,,Non-elderly females not in an economic family,"data.Food insecure, severe",11.3
2019,Atlantic provinces,,Non-elderly females not in an economic family,"data.Food insecure, severe",10.9
