Year,Geography,Type of provider,Value
2020,Ontario,Midwives,5.5
2020,Ontario,Nurse practitioners,25.0
2020,Ontario,Occupational therapists,42.9
2020,Ontario,Opticians,
2020,Ontario,Opticians,0.0
2020,Ontario,Optometrists,18.2
2020,Ontario,Paramedics,64.3
2020,Ontario,Pharmacists,110.8
2020,Ontario,Pharmacy technicians,35.2
2020,Ontario,Physician assistants,3.4
2020,Ontario,Physicians,229.4
2020,Ontario,Physiotherapists,67.4
2020,Ontario,Psychologists,27.9
2020,Ontario,Psychologists,27.9
2020,Ontario,Psychotherapists/counselling therapists,
2020,Ontario,Psychotherapists/counselling therapists,0.0
2020,Ontario,Registered nurses,711.9
2020,Ontario,Registered psychiatric nurses,
2020,Ontario,Registered psychiatric nurses,0.0
2020,Ontario,Regulated nurses,1103.8
2020,Ontario,Respiratory therapists,23.8
2020,Ontario,Social workers,136.2
2020,Ontario,Specialists,114.2
2020,Ontario,Speech language pathologists,22.7
2020,Ontario,Speech language pathologists,22.7
2021,Ontario,Audiologists,5.7
2021,Ontario,Chiropractors,32.3
2021,Ontario,Dental assistants,42.7
2021,Ontario,Dental hygienists,91.5
2021,Ontario,Dentists,
2021,Ontario,Dentists,0.0
2021,Ontario,Dietitians,29.4
2021,Ontario,Environmental public health professionals,5.2
2021,Ontario,Family medicine,116.1
2021,Ontario,Genetic counsellors,1.0
2021,Ontario,Health information management professionals,11.2
2021,Ontario,Licensed practical nurses,370.9
2021,Ontario,Medical laboratory technologists,46.8
2021,Ontario,Medical physicists,1.2
2021,Ontario,Medical radiation technologists,75.4
2021,Ontario,Midwives,5.6
2021,Ontario,Nurse practitioners,26.0
2021,Ontario,Occupational therapists,44.2
2021,Ontario,Opticians,12.7
2021,Ontario,Optometrists,18.6
2021,Ontario,Paramedics,67.4
2021,Ontario,Pharmacists,113.1
2021,Ontario,Pharmacy technicians,35.7
2021,Ontario,Physician assistants,4.1
2021,Ontario,Physicians,235.1
2021,Ontario,Physiotherapists,69.4
2021,Ontario,Psychologists,28.6
2021,Ontario,Psychologists,28.6
2021,Ontario,Psychotherapists/counselling therapists,61.3
2021,Ontario,Registered nurses,719.0
2021,Ontario,Registered psychiatric nurses,
2021,Ontario,Registered psychiatric nurses,0.0
2021,Ontario,Regulated nurses,1115.9
2021,Ontario,Respiratory therapists,24.5
2021,Ontario,Respiratory therapists,24.5
2021,Ontario,Social workers,152.7
2021,Ontario,Specialists,119.0
2021,Ontario,Speech language pathologists,23.5
2015,Prince Edward Island,Audiologists,3.5
2015,Prince Edward Island,Chiropractors,
2015,Prince Edward Island,Chiropractors,0.0
2015,Prince Edward Island,Dental assistants,
2015,Prince Edward Island,Dental assistants,0.0
2015,Prince Edward Island,Dental hygienists,60.2
2015,Prince Edward Island,Dentists,53.3
2015,Prince Edward Island,Dietitians,
2015,Prince Edward Island,Dietitians,0.0
2015,Prince Edward Island,Environmental public health professionals,6.9
2015,Prince Edward Island,Family medicine,101.7
2015,Prince Edward Island,Genetic counsellors,
2015,Prince Edward Island,Genetic counsellors,0.0
2015,Prince Edward Island,Health information management professionals,
2015,Prince Edward Island,Health information management professionals,0.0
2015,Prince Edward Island,Licensed practical nurses,445.5
2015,Prince Edward Island,Medical laboratory technologists,84.4
2015,Prince Edward Island,Medical physicists,4.2
2015,Prince Edward Island,Medical radiation technologists,76.1
2015,Prince Edward Island,Midwives,
2015,Prince Edward Island,Midwives,0.0
2015,Prince Edward Island,Nurse practitioners,11.8
2015,Prince Edward Island,Occupational therapists,40.1
2015,Prince Edward Island,Opticians,
2015,Prince Edward Island,Opticians,0.0
2015,Prince Edward Island,Optometrists,14.5
2015,Prince Edward Island,Paramedics,
2015,Prince Edward Island,Paramedics,0.0
2015,Prince Edward Island,Pharmacists,125.2
2015,Prince Edward Island,Pharmacy technicians,6.2
2015,Prince Edward Island,Physician assistants,0.7
2015,Prince Edward Island,Physicians,184.0
2015,Prince Edward Island,Physiotherapists,51.9
2015,Prince Edward Island,Psychologists,28.4
2015,Prince Edward Island,Psychologists,28.4
2015,Prince Edward Island,Registered nurses,1097.2
2015,Prince Edward Island,Registered psychiatric nurses,
2015,Prince Edward Island,Registered psychiatric nurses,0.0
2015,Prince Edward Island,Regulated nurses,1554.5
2015,Prince Edward Island,Respiratory therapists,17.3
2015,Prince Edward Island,Social workers,
2015,Prince Edward Island,Social workers,0.0
2015,Prince Edward Island,Specialists,82.3
2015,Prince Edward Island,Speech language pathologists,27.7
2016,Prince Edward Island,Audiologists,3.4
2016,Prince Edward Island,Chiropractors,5.4
2016,Prince Edward Island,Dental assistants,
2016,Prince Edward Island,Dental assistants,0.0
2016,Prince Edward Island,Dental hygienists,60.6
2016,Prince Edward Island,Dentists,54.4
2016,Prince Edward Island,Dietitians,
2016,Prince Edward Island,Dietitians,0.0
2016,Prince Edward Island,Environmental public health professionals,7.5
2016,Prince Edward Island,Family medicine,103.4
2016,Prince Edward Island,Genetic counsellors,
2016,Prince Edward Island,Genetic counsellors,0.0
2016,Prince Edward Island,Health information management professionals,15.6
2016,Prince Edward Island,Licensed practical nurses,443.0
2016,Prince Edward Island,Medical laboratory technologists,83.0
2016,Prince Edward Island,Medical physicists,4.8
2016,Prince Edward Island,Medical radiation technologists,75.5
2016,Prince Edward Island,Midwives,
2016,Prince Edward Island,Midwives,0.0
2016,Prince Edward Island,Nurse practitioners,15.0
2016,Prince Edward Island,Occupational therapists,42.2
2016,Prince Edward Island,Opticians,25.9
2016,Prince Edward Island,Optometrists,14.3
2016,Prince Edward Island,Paramedics,
2016,Prince Edward Island,Paramedics,0.0
2016,Prince Edward Island,Pharmacists,127.9
2016,Prince Edward Island,Pharmacy technicians,9.5
2016,Prince Edward Island,Physician assistants,0.7
2016,Prince Edward Island,Physicians,189.8
2016,Prince Edward Island,Physiotherapists,61.9
2016,Prince Edward Island,Psychologists,31.3
2016,Prince Edward Island,Psychologists,31.3
2016,Prince Edward Island,Registered nurses,1096.1
2016,Prince Edward Island,Registered psychiatric nurses,
2016,Prince Edward Island,Registered psychiatric nurses,0.0
2016,Prince Edward Island,Regulated nurses,1554.1
2016,Prince Edward Island,Respiratory therapists,19.7
2016,Prince Edward Island,Social workers,
2016,Prince Edward Island,Social workers,0.0
2016,Prince Edward Island,Specialists,86.4
2016,Prince Edward Island,Speech language pathologists,27.9
2016,Prince Edward Island,Speech language pathologists,27.9
2017,Prince Edward Island,Audiologists,3.3
2017,Prince Edward Island,Chiropractors,8.0
2017,Prince Edward Island,Dental assistants,
2017,Prince Edward Island,Dental assistants,0.0
2017,Prince Edward Island,Dental hygienists,61.2
2017,Prince Edward Island,Dentists,53.2
2017,Prince Edward Island,Dietitians,52.5
2017,Prince Edward Island,Environmental public health professionals,8.0
2017,Prince Edward Island,Family medicine,105.1
2017,Prince Edward Island,Genetic counsellors,
2017,Prince Edward Island,Genetic counsellors,0.0
2017,Prince Edward Island,Health information management professionals,16.0
2017,Prince Edward Island,Licensed practical nurses,445.5
2017,Prince Edward Island,Medical laboratory technologists,75.1
2017,Prince Edward Island,Medical physicists,4.0
2017,Prince Edward Island,Medical radiation technologists,75.1
2017,Prince Edward Island,Midwives,0.0
2017,Prince Edward Island,Nurse practitioners,16.0
2017,Prince Edward Island,Occupational therapists,42.6
2017,Prince Edward Island,Opticians,18.0
2017,Prince Edward Island,Optometrists,14.0
2017,Prince Edward Island,Paramedics,
2017,Prince Edward Island,Paramedics,0.0
2017,Prince Edward Island,Pharmacists,124.3
2017,Prince Edward Island,Pharmacy technicians,18.0
2017,Prince Edward Island,Physician assistants,0.7
2017,Prince Edward Island,Physicians,192.2
2017,Prince Edward Island,Physiotherapists,62.5
2017,Prince Edward Island,Psychologists,28.6
2017,Prince Edward Island,Psychologists,28.6
2017,Prince Edward Island,Psychotherapists/counselling therapists,
2017,Prince Edward Island,Psychotherapists/counselling therapists,0.0
2017,Prince Edward Island,Registered nurses,1082.4
2017,Prince Edward Island,Registered psychiatric nurses,
2017,Prince Edward Island,Registered psychiatric nurses,0.0
2017,Prince Edward Island,Regulated nurses,1543.9
2017,Prince Edward Island,Respiratory therapists,19.9
2017,Prince Edward Island,Social workers,210.1
2017,Prince Edward Island,Specialists,87.1
2017,Prince Edward Island,Speech language pathologists,27.3
2017,Prince Edward Island,Speech language pathologists,27.3
2018,Prince Edward Island,Audiologists,4.6
2018,Prince Edward Island,Chiropractors,9.1
2018,Prince Edward Island,Dental assistants,
2018,Prince Edward Island,Dental assistants,0.0
2018,Prince Edward Island,Dental hygienists,61.9
2018,Prince Edward Island,Dentists,54.8
2018,Prince Edward Island,Dietitians,54.8
2018,Prince Edward Island,Environmental public health professionals,7.2
2018,Prince Edward Island,Family medicine,113.4
2018,Prince Edward Island,Genetic counsellors,
2018,Prince Edward Island,Genetic counsellors,0.0
2018,Prince Edward Island,Health information management professionals,
2018,Prince Edward Island,Health information management professionals,0.0
2018,Prince Edward Island,Licensed practical nurses,472.6
2018,Prince Edward Island,Medical laboratory technologists,73.0
2018,Prince Edward Island,Medical physicists,3.9
2018,Prince Edward Island,Medical radiation technologists,73.7
2018,Prince Edward Island,Midwives,
2018,Prince Edward Island,Midwives,0.0
2018,Prince Edward Island,Nurse practitioners,18.9
2018,Prince Edward Island,Occupational therapists,43.0
2018,Prince Edward Island,Opticians,
2018,Prince Edward Island,Opticians,0.0
2018,Prince Edward Island,Optometrists,15.0
2018,Prince Edward Island,Paramedics,
2018,Prince Edward Island,Paramedics,0.0
2018,Prince Edward Island,Pharmacists,124.5
2018,Prince Edward Island,Pharmacy technicians,50.2
2018,Prince Edward Island,Physician assistants,0.7
2018,Prince Edward Island,Physicians,198.8
2018,Prince Edward Island,Physiotherapists,55.4
2018,Prince Edward Island,Psychologists,31.3
2018,Prince Edward Island,Psychologists,31.3
2018,Prince Edward Island,Psychotherapists/counselling therapists,
2018,Prince Edward Island,Psychotherapists/counselling therapists,0.0
2018,Prince Edward Island,Registered nurses,1086.1
2018,Prince Edward Island,Registered psychiatric nurses,
2018,Prince Edward Island,Registered psychiatric nurses,0.0
2018,Prince Edward Island,Regulated nurses,1577.6
2018,Prince Edward Island,Respiratory therapists,16.9
2018,Prince Edward Island,Social workers,223.6
2018,Prince Edward Island,Specialists,85.4
2018,Prince Edward Island,Speech language pathologists,25.4
2018,Prince Edward Island,Speech language pathologists,25.4
2019,Prince Edward Island,Audiologists,6.4
2019,Prince Edward Island,Chiropractors,7.0
2019,Prince Edward Island,Dental assistants,
2019,Prince Edward Island,Dental assistants,0.0
2019,Prince Edward Island,Dental hygienists,
2019,Prince Edward Island,Dental hygienists,0.0
2019,Prince Edward Island,Dentists,48.3
2019,Prince Edward Island,Dietitians,58.4
2019,Prince Edward Island,Environmental public health professionals,5.1
2019,Prince Edward Island,Family medicine,111.8
2019,Prince Edward Island,Genetic counsellors,0.6
2019,Prince Edward Island,Health information management professionals,15.9
2019,Prince Edward Island,Licensed practical nurses,471.4
2019,Prince Edward Island,Medical laboratory technologists,72.4
2019,Prince Edward Island,Medical physicists,3.8
2019,Prince Edward Island,Medical radiation technologists,68.6
2019,Prince Edward Island,Midwives,
2019,Prince Edward Island,Midwives,0.0
2019,Prince Edward Island,Nurse practitioners,27.3
2019,Prince Edward Island,Occupational therapists,44.5
2019,Prince Edward Island,Opticians,19.7
2019,Prince Edward Island,Optometrists,14.6
2019,Prince Edward Island,Paramedics,
2019,Prince Edward Island,Paramedics,0.0
2019,Prince Edward Island,Pharmacists,125.8
2019,Prince Edward Island,Pharmacy technicians,45.7
2019,Prince Edward Island,Physician assistants,1.3
2019,Prince Edward Island,Physicians,205.2
2019,Prince Edward Island,Physiotherapists,66.1
2019,Prince Edward Island,Psychologists,34.9
2019,Prince Edward Island,Psychotherapists/counselling therapists,
2019,Prince Edward Island,Psychotherapists/counselling therapists,0.0
2019,Prince Edward Island,Registered nurses,1082.5
2019,Prince Edward Island,Registered psychiatric nurses,
2019,Prince Edward Island,Registered psychiatric nurses,0.0
2019,Prince Edward Island,Regulated nurses,1581.1
2019,Prince Edward Island,Respiratory therapists,19.7
2019,Prince Edward Island,Social workers,210.9
2019,Prince Edward Island,Specialists,93.4
2019,Prince Edward Island,Speech language pathologists,30.5
2019,Prince Edward Island,Speech language pathologists,30.5
2020,Prince Edward Island,Audiologists,6.2
2020,Prince Edward Island,Chiropractors,10.5
2020,Prince Edward Island,Dental assistants,
2020,Prince Edward Island,Dental assistants,0.0
2020,Prince Edward Island,Dental hygienists,75.6
2020,Prince Edward Island,Dentists,
2020,Prince Edward Island,Dentists,0.0
2020,Prince Edward Island,Dietitians,57.0
2020,Prince Edward Island,Environmental public health professionals,9.9
2020,Prince Edward Island,Family medicine,108.5
2020,Prince Edward Island,Genetic counsellors,0.6
2020,Prince Edward Island,Health information management professionals,14.3
2020,Prince Edward Island,Licensed practical nurses,477.3
2020,Prince Edward Island,Medical laboratory technologists,72.5
2020,Prince Edward Island,Medical physicists,1.9
2020,Prince Edward Island,Medical radiation technologists,69.4
2020,Prince Edward Island,Midwives,
2020,Prince Edward Island,Midwives,0.0
2020,Prince Edward Island,Nurse practitioners,30.4
2020,Prince Edward Island,Occupational therapists,46.5
2020,Prince Edward Island,Opticians,
2020,Prince Edward Island,Opticians,0.0
2020,Prince Edward Island,Optometrists,13.6
2020,Prince Edward Island,Paramedics,135.7
2020,Prince Edward Island,Pharmacists,128.3
2020,Prince Edward Island,Pharmacy technicians,45.9
2020,Prince Edward Island,Physician assistants,1.9
2020,Prince Edward Island,Physicians,199.6
2020,Prince Edward Island,Physiotherapists,66.3
2020,Prince Edward Island,Psychologists,34.1
2020,Prince Edward Island,Psychotherapists/counselling therapists,
2020,Prince Edward Island,Psychotherapists/counselling therapists,0.0
2020,Prince Edward Island,Registered nurses,1058.1
2020,Prince Edward Island,Registered psychiatric nurses,
2020,Prince Edward Island,Registered psychiatric nurses,0.0
2020,Prince Edward Island,Regulated nurses,1565.7
2020,Prince Edward Island,Respiratory therapists,16.7
2020,Prince Edward Island,Social workers,224.4
2020,Prince Edward Island,Specialists,91.1
2020,Prince Edward Island,Speech language pathologists,27.3
2020,Prince Edward Island,Speech language pathologists,27.3
2021,Prince Edward Island,Audiologists,5.5
2021,Prince Edward Island,Chiropractors,10.3
2021,Prince Edward Island,Dental assistants,129.0
2021,Prince Edward Island,Dental hygienists,74.2
2021,Prince Edward Island,Dentists,54.8
2021,Prince Edward Island,Dietitians,
2021,Prince Edward Island,Dietitians,0.0
2021,Prince Edward Island,Environmental public health professionals,9.1
2021,Prince Edward Island,Family medicine,113.2
2021,Prince Edward Island,Genetic counsellors,
2021,Prince Edward Island,Genetic counsellors,0.0
2021,Prince Edward Island,Health information management professionals,9.7
2021,Prince Edward Island,Licensed practical nurses,477.7
2021,Prince Edward Island,Medical laboratory technologists,73.6
2021,Prince Edward Island,Medical physicists,2.4
2021,Prince Edward Island,Medical radiation technologists,65.7
2021,Prince Edward Island,Midwives,
2021,Prince Edward Island,Midwives,0.0
2021,Prince Edward Island,Nurse practitioners,32.3
2021,Prince Edward Island,Occupational therapists,49.3
2021,Prince Edward Island,Opticians,21.3
2021,Prince Edward Island,Opticians,21.3
2021,Prince Edward Island,Optometrists,13.4
2021,Prince Edward Island,Paramedics,127.2
2021,Prince Edward Island,Pharmacists,125.4
2021,Prince Edward Island,Pharmacy technicians,43.8
2021,Prince Edward Island,Physician assistants,1.2
2021,Prince Edward Island,Physicians,209.4
2021,Prince Edward Island,Physiotherapists,69.4
2021,Prince Edward Island,Psychologists,
2021,Prince Edward Island,Psychologists,0.0
2021,Prince Edward Island,Psychotherapists/counselling therapists,51.1
2021,Prince Edward Island,Registered nurses,1061.4
2021,Prince Edward Island,Registered psychiatric nurses,
2021,Prince Edward Island,Registered psychiatric nurses,0.0
2021,Prince Edward Island,Regulated nurses,1571.3
2021,Prince Edward Island,Respiratory therapists,17.0
2021,Prince Edward Island,Social workers,
2021,Prince Edward Island,Social workers,0.0
2021,Prince Edward Island,Specialists,96.2
2021,Prince Edward Island,Speech language pathologists,24.3
2015,Quebec,Audiologists,5.0
2015,Quebec,Chiropractors,16.0
2015,Quebec,Dental assistants,
2015,Quebec,Dental assistants,0.0
2015,Quebec,Dental hygienists,75.2
2015,Quebec,Dentists,61.8
2015,Quebec,Dietitians,37.7
2015,Quebec,Environmental public health professionals,0.1
2015,Quebec,Family medicine,118.7
2015,Quebec,Genetic counsellors,0.5
2015,Quebec,Health information management professionals,
2015,Quebec,Health information management professionals,0.0
2015,Quebec,Licensed practical nurses,351.2
2015,Quebec,Medical laboratory technologists,56.6
2015,Quebec,Medical physicists,1.1
2015,Quebec,Medical radiation technologists,67.4
2015,Quebec,Midwives,1.9
2015,Quebec,Nurse practitioners,3.7
2015,Quebec,Occupational therapists,59.0
2015,Quebec,Opticians,23.9
2015,Quebec,Optometrists,18.0
2015,Quebec,Paramedics,70.1
2015,Quebec,Pharmacists,106.9
2015,Quebec,Pharmacy technicians,
2015,Quebec,Pharmacy technicians,0.0
2015,Quebec,Physician assistants,0.2
2015,Quebec,Physicians,245.3
2015,Quebec,Physiotherapists,56.6
2015,Quebec,Psychologists,95.7
2015,Quebec,Registered nurses,856.8
2015,Quebec,Registered psychiatric nurses,
2015,Quebec,Registered psychiatric nurses,0.0
2015,Quebec,Regulated nurses,1211.7
2015,Quebec,Respiratory therapists,50.7
2015,Quebec,Social workers,158.7
2015,Quebec,Specialists,126.6
2015,Quebec,Speech language pathologists,28.7
2015,Quebec,Speech language pathologists,28.7
2016,Quebec,Audiologists,5.0
2016,Quebec,Chiropractors,16.2
2016,Quebec,Dental assistants,
2016,Quebec,Dental assistants,0.0
2016,Quebec,Dental hygienists,76.8
2016,Quebec,Dentists,62.9
2016,Quebec,Dietitians,38.6
2016,Quebec,Environmental public health professionals,0.1
2016,Quebec,Family medicine,119.4
2016,Quebec,Genetic counsellors,0.7
2016,Quebec,Health information management professionals,6.4
2016,Quebec,Licensed practical nurses,338.6
2016,Quebec,Medical laboratory technologists,58.6
2016,Quebec,Medical physicists,1.1
2016,Quebec,Medical radiation technologists,77.7
2016,Quebec,Midwives,2.7
2016,Quebec,Nurse practitioners,4.6
2016,Quebec,Occupational therapists,60.5
2016,Quebec,Opticians,24.4
2016,Quebec,Optometrists,18.8
2016,Quebec,Paramedics,70.5
2016,Quebec,Pharmacists,113.2
2016,Quebec,Pharmacy technicians,
2016,Quebec,Pharmacy technicians,0.0
2016,Quebec,Physician assistants,0.2
2016,Quebec,Physicians,246.4
2016,Quebec,Physiotherapists,54.8
2016,Quebec,Psychologists,95.8
2016,Quebec,Registered nurses,858.3
2016,Quebec,Registered psychiatric nurses,
2016,Quebec,Registered psychiatric nurses,0.0
2016,Quebec,Regulated nurses,1201.5
2016,Quebec,Respiratory therapists,51.6
2016,Quebec,Social workers,163.6
2016,Quebec,Specialists,127.0
2016,Quebec,Speech language pathologists,29.9
2016,Quebec,Speech language pathologists,29.9
2017,Quebec,Audiologists,5.2
2017,Quebec,Chiropractors,16.3
2017,Quebec,Dental assistants,26.8
2017,Quebec,Dental hygienists,78.0
2017,Quebec,Dentists,62.3
2017,Quebec,Dietitians,38.8
2017,Quebec,Environmental public health professionals,0.1
2017,Quebec,Family medicine,122.9
2017,Quebec,Genetic counsellors,0.6
2017,Quebec,Health information management professionals,6.4
2017,Quebec,Licensed practical nurses,328.8
2017,Quebec,Medical laboratory technologists,58.9
2017,Quebec,Medical physicists,1.2
2017,Quebec,Medical radiation technologists,78.2
2017,Quebec,Midwives,2.7
2017,Quebec,Nurse practitioners,5.2
2017,Quebec,Occupational therapists,62.6
2017,Quebec,Opticians,25.0
2017,Quebec,Optometrists,18.2
2017,Quebec,Paramedics,64.2
2017,Quebec,Pharmacists,110.3
2017,Quebec,Pharmacy technicians,
2017,Quebec,Pharmacy technicians,0.0
2017,Quebec,Physician assistants,0.3
2017,Quebec,Physicians,251.8
2017,Quebec,Physiotherapists,55.7
2017,Quebec,Psychologists,93.3
2017,Quebec,Psychotherapists/counselling therapists,
2017,Quebec,Psychotherapists/counselling therapists,0.0
2017,Quebec,Registered nurses,850.7
2017,Quebec,Registered psychiatric nurses,
2017,Quebec,Registered psychiatric nurses,0.0
2017,Quebec,Regulated nurses,1184.8
2017,Quebec,Respiratory therapists,51.1
2017,Quebec,Social workers,164.6
2017,Quebec,Specialists,129.0
2017,Quebec,Speech language pathologists,32.5
2017,Quebec,Speech language pathologists,32.5
2018,Quebec,Audiologists,5.3
2018,Quebec,Chiropractors,16.1
2018,Quebec,Dental assistants,33.0
2018,Quebec,Dental assistants,33.0
2018,Quebec,Dental hygienists,78.2
2018,Quebec,Dentists,63.7
2018,Quebec,Dietitians,38.6
2018,Quebec,Environmental public health professionals,0.1
2018,Quebec,Family medicine,122.5
2018,Quebec,Genetic counsellors,0.7
2018,Quebec,Health information management professionals,6.4
2018,Quebec,Licensed practical nurses,328.6
2018,Quebec,Medical laboratory technologists,58.5
2018,Quebec,Medical physicists,1.3
2018,Quebec,Medical radiation technologists,78.4
2018,Quebec,Midwives,2.9
2018,Quebec,Nurse practitioners,6.1
2018,Quebec,Occupational therapists,64.1
2018,Quebec,Opticians,
2018,Quebec,Opticians,0.0
2018,Quebec,Optometrists,18.2
2018,Quebec,Paramedics,66.3
2018,Quebec,Pharmacists,110.3
2018,Quebec,Pharmacy technicians,
2018,Quebec,Pharmacy technicians,0.0
2018,Quebec,Physician assistants,0.3
2018,Quebec,Physicians,248.5
2018,Quebec,Physiotherapists,64.4
2018,Quebec,Psychologists,92.4
2018,Quebec,Psychotherapists/counselling therapists,
2018,Quebec,Psychotherapists/counselling therapists,0.0
2018,Quebec,Registered nurses,850.8
2018,Quebec,Registered psychiatric nurses,
2018,Quebec,Registered psychiatric nurses,0.0
2018,Quebec,Regulated nurses,1185.4
2018,Quebec,Respiratory therapists,47.7
2018,Quebec,Social workers,168.9
2018,Quebec,Specialists,126.0
2018,Quebec,Speech language pathologists,33.8
2018,Quebec,Speech language pathologists,33.8
2019,Quebec,Audiologists,5.5
2019,Quebec,Chiropractors,16.1
2019,Quebec,Dental assistants,
2019,Quebec,Dental assistants,0.0
2019,Quebec,Dental hygienists,78.9
2019,Quebec,Dentists,63.6
2019,Quebec,Dietitians,
2019,Quebec,Dietitians,0.0
2019,Quebec,Environmental public health professionals,0.1
2019,Quebec,Family medicine,126.8
2019,Quebec,Genetic counsellors,0.6
2019,Quebec,Health information management professionals,
2019,Quebec,Health information management professionals,0.0
2019,Quebec,Licensed practical nurses,329.2
2019,Quebec,Medical laboratory technologists,57.4
2019,Quebec,Medical physicists,1.2
2019,Quebec,Medical radiation technologists,79.3
2019,Quebec,Midwives,3.0
2019,Quebec,Nurse practitioners,6.4
2019,Quebec,Occupational therapists,65.4
2019,Quebec,Opticians,
2019,Quebec,Opticians,0.0
2019,Quebec,Optometrists,18.4
2019,Quebec,Paramedics,65.5
2019,Quebec,Pharmacists,111.2
2019,Quebec,Pharmacy technicians,
2019,Quebec,Pharmacy technicians,0.0
2019,Quebec,Physician assistants,0.2
2019,Quebec,Physicians,252.7
2019,Quebec,Physiotherapists,63.8
2019,Quebec,Psychologists,90.9
2019,Quebec,Psychotherapists/counselling therapists,
2019,Quebec,Psychotherapists/counselling therapists,0.0
2019,Quebec,Registered nurses,854.9
2019,Quebec,Registered psychiatric nurses,
2019,Quebec,Registered psychiatric nurses,0.0
2019,Quebec,Regulated nurses,1190.5
2019,Quebec,Respiratory therapists,51.8
2019,Quebec,Social workers,173.9
2019,Quebec,Specialists,125.8
2019,Quebec,Speech language pathologists,34.5
2019,Quebec,Speech language pathologists,34.5
2020,Quebec,Audiologists,5.6
2020,Quebec,Chiropractors,
2020,Quebec,Chiropractors,0.0
2020,Quebec,Dental assistants,
2020,Quebec,Dental assistants,0.0
2020,Quebec,Dental hygienists,78.1
2020,Quebec,Dentists,62.5
2020,Quebec,Dietitians,33.6
2020,Quebec,Environmental public health professionals,0.1
2020,Quebec,Family medicine,129.4
2020,Quebec,Genetic counsellors,0.6
2020,Quebec,Health information management professionals,
2020,Quebec,Health information management professionals,0.0
2020,Quebec,Licensed practical nurses,342.7
2020,Quebec,Medical laboratory technologists,54.3
2020,Quebec,Medical physicists,1.0
2020,Quebec,Medical radiation technologists,77.8
2020,Quebec,Midwives,3.1
2020,Quebec,Nurse practitioners,8.0
2020,Quebec,Occupational therapists,66.4
2020,Quebec,Opticians,
2020,Quebec,Opticians,0.0
2020,Quebec,Optometrists,18.3
2020,Quebec,Paramedics,66.5
2020,Quebec,Pharmacists,111.5
2020,Quebec,Pharmacy technicians,
2020,Quebec,Pharmacy technicians,0.0
2020,Quebec,Physician assistants,0.2
2020,Quebec,Physicians,256.9
2020,Quebec,Physiotherapists,61.9
2020,Quebec,Psychologists,92.0
2020,Quebec,Psychotherapists/counselling therapists,
2020,Quebec,Psychotherapists/counselling therapists,0.0
2020,Quebec,Registered nurses,854.9
2020,Quebec,Registered psychiatric nurses,
2020,Quebec,Registered psychiatric nurses,0.0
2020,Quebec,Regulated nurses,1205.6
2020,Quebec,Respiratory therapists,47.8
2020,Quebec,Social workers,177.9
2020,Quebec,Specialists,127.5
2020,Quebec,Speech language pathologists,35.5
2020,Quebec,Speech language pathologists,35.5
2021,Quebec,Audiologists,5.6
2021,Quebec,Chiropractors,15.5
2021,Quebec,Dental assistants,
2021,Quebec,Dental assistants,0.0
2021,Quebec,Dental hygienists,78.9
2021,Quebec,Dentists,62.7
2021,Quebec,Dietitians,38.6
2021,Quebec,Environmental public health professionals,0.1
2021,Quebec,Family medicine,131.7
2021,Quebec,Genetic counsellors,0.6
2021,Quebec,Health information management professionals,
2021,Quebec,Health information management professionals,0.0
2021,Quebec,Licensed practical nurses,334.3
2021,Quebec,Medical laboratory technologists,53.7
2021,Quebec,Medical physicists,0.9
2021,Quebec,Medical radiation technologists,80.0
2021,Quebec,Midwives,3.3
2021,Quebec,Nurse practitioners,11.0
2021,Quebec,Occupational therapists,68.4
2021,Quebec,Opticians,25.8
2021,Quebec,Optometrists,18.2
2021,Quebec,Paramedics,66.6
2021,Quebec,Pharmacists,115.2
2021,Quebec,Pharmacy technicians,
2021,Quebec,Pharmacy technicians,0.0
2021,Quebec,Physician assistants,0.3
2021,Quebec,Physicians,260.9
2021,Quebec,Physiotherapists,63.5
2021,Quebec,Psychologists,91.8
2021,Quebec,Psychotherapists/counselling therapists,18.6
2021,Quebec,Registered nurses,891.5
2021,Quebec,Registered psychiatric nurses,
2021,Quebec,Registered psychiatric nurses,0.0
2021,Quebec,Regulated nurses,1236.9
2021,Quebec,Respiratory therapists,48.5
2021,Quebec,Social workers,182.8
2021,Quebec,Specialists,129.2
2021,Quebec,Speech language pathologists,36.3
2015,Saskatchewan,Audiologists,3.1
2015,Saskatchewan,Chiropractors,18.3
2015,Saskatchewan,Dental assistants,101.6
2015,Saskatchewan,Dental hygienists,52.2
2015,Saskatchewan,Dentists,39.1
2015,Saskatchewan,Dietitians,31.8
2015,Saskatchewan,Environmental public health professionals,8.9
2015,Saskatchewan,Family medicine,111.1
2015,Saskatchewan,Genetic counsellors,0.5
2015,Saskatchewan,Health information management professionals,
2015,Saskatchewan,Health information management professionals,0.0
2015,Saskatchewan,Licensed practical nurses,312.5
2015,Saskatchewan,Medical laboratory technologists,76.8
2015,Saskatchewan,Medical physicists,1.2
2015,Saskatchewan,Medical radiation technologists,44.5
2015,Saskatchewan,Midwives,1.0
2015,Saskatchewan,Nurse practitioners,16.6
2015,Saskatchewan,Occupational therapists,29.8
2015,Saskatchewan,Opticians,
2015,Saskatchewan,Opticians,0.0
2015,Saskatchewan,Optometrists,15.5
2015,Saskatchewan,Paramedics,185.9
2015,Saskatchewan,Pharmacists,133.1
