Year,Géographie,Sexe,Groupe d'âge,GeoCode,Value
2015,Ontario,Les deux sexes,55 à 59 ans,35,5.2
2015,Ontario,Les deux sexes,60 à 64 ans,35,5.5
2015,Ontario,Les deux sexes,65 ans et plus,35,3.6
2015,Ontario,Les deux sexes,65 à 69 ans,35,4.7
2015,Ontario,Les deux sexes,70 ans et plus,35,1.7
2015,Ontario,Hommes,15 ans et plus,35,7.1
2015,Ontario,Hommes,15 à 24 ans,35,16.0
2015,Ontario,Hommes,25 ans et plus,35,5.6
2015,Ontario,Hommes,25 à 44 ans,35,6.3
2015,Ontario,Hommes,45 à 64 ans,35,5.0
2015,Ontario,Hommes,45 ans et plus,35,4.9
2015,Ontario,Hommes,25 à 54 ans,35,5.8
2015,Ontario,Hommes,55 ans et plus,35,4.9
2015,Ontario,Hommes,15 à 64 ans,35,7.3
2015,Ontario,Hommes,15 à 19 ans,35,20.9
2015,Ontario,Hommes,20 à 24 ans,35,13.4
2015,Ontario,Hommes,25 à 29 ans,35,9.0
2015,Ontario,Hommes,30 à 34 ans,35,5.9
2015,Ontario,Hommes,35 à 39 ans,35,5.5
2015,Ontario,Hommes,40 à 44 ans,35,4.7
2015,Ontario,Hommes,45 à 49 ans,35,4.4
2015,Ontario,Hommes,50 à 54 ans,35,5.2
2015,Ontario,Hommes,55 à 59 ans,35,5.1
2015,Ontario,Hommes,60 à 64 ans,35,5.6
2015,Ontario,Hommes,65 ans et plus,35,3.6
2015,Ontario,Hommes,65 à 69 ans,35,5.3
2015,Ontario,Hommes,70 ans et plus,35,
2015,Ontario,Femmes,15 ans et plus,35,6.4
2015,Ontario,Femmes,15 à 24 ans,35,12.6
2015,Ontario,Femmes,25 ans et plus,35,5.3
2015,Ontario,Femmes,25 à 44 ans,35,5.7
2015,Ontario,Femmes,45 à 64 ans,35,4.9
2015,Ontario,Femmes,45 ans et plus,35,4.8
2015,Ontario,Femmes,25 à 54 ans,35,5.4
2015,Ontario,Femmes,55 ans et plus,35,5.0
2015,Ontario,Femmes,15 à 64 ans,35,6.5
2015,Ontario,Femmes,15 à 19 ans,35,18.1
2015,Ontario,Femmes,20 à 24 ans,35,9.2
2015,Ontario,Femmes,25 à 29 ans,35,6.5
2015,Ontario,Femmes,30 à 34 ans,35,5.8
2015,Ontario,Femmes,35 à 39 ans,35,5.6
2015,Ontario,Femmes,40 à 44 ans,35,5.1
2015,Ontario,Femmes,45 à 49 ans,35,4.5
2015,Ontario,Femmes,50 à 54 ans,35,4.9
2015,Ontario,Femmes,55 à 59 ans,35,5.3
2015,Ontario,Femmes,60 à 64 ans,35,5.4
2015,Ontario,Femmes,65 ans et plus,35,3.6
2015,Ontario,Femmes,65 à 69 ans,35,3.7
2015,Ontario,Femmes,70 ans et plus,35,
2015,Manitoba,Les deux sexes,15 ans et plus,46,5.7
2015,Manitoba,Les deux sexes,15 à 24 ans,46,11.3
2015,Manitoba,Les deux sexes,25 ans et plus,46,4.6
2015,Manitoba,Les deux sexes,25 à 44 ans,46,4.9
2015,Manitoba,Les deux sexes,45 à 64 ans,46,4.4
2015,Manitoba,Les deux sexes,45 ans et plus,46,4.3
2015,Manitoba,Les deux sexes,25 à 54 ans,46,4.8
2015,Manitoba,Les deux sexes,55 ans et plus,46,3.9
2015,Manitoba,Les deux sexes,15 à 64 ans,46,5.8
2015,Manitoba,Les deux sexes,15 à 19 ans,46,16.6
2015,Manitoba,Les deux sexes,20 à 24 ans,46,8.0
2015,Manitoba,Les deux sexes,25 à 29 ans,46,5.8
2015,Manitoba,Les deux sexes,30 à 34 ans,46,5.3
2015,Manitoba,Les deux sexes,35 à 39 ans,46,4.6
2015,Manitoba,Les deux sexes,40 à 44 ans,46,3.7
2015,Manitoba,Les deux sexes,45 à 49 ans,46,4.2
2015,Manitoba,Les deux sexes,50 à 54 ans,46,5.0
2015,Manitoba,Les deux sexes,55 à 59 ans,46,4.0
2015,Manitoba,Les deux sexes,60 à 64 ans,46,4.2
2015,Manitoba,Les deux sexes,65 ans et plus,46,3.1
2015,Manitoba,Les deux sexes,65 à 69 ans,46,3.3
2015,Manitoba,Les deux sexes,70 ans et plus,46,
2015,Manitoba,Hommes,15 ans et plus,46,5.6
2015,Manitoba,Hommes,15 à 24 ans,46,11.7
2015,Manitoba,Hommes,25 ans et plus,46,4.5
2015,Manitoba,Hommes,25 à 44 ans,46,4.8
2015,Manitoba,Hommes,45 à 64 ans,46,4.3
2015,Manitoba,Hommes,45 ans et plus,46,4.1
2015,Manitoba,Hommes,25 à 54 ans,46,4.6
2015,Manitoba,Hommes,55 ans et plus,46,4.0
2015,Manitoba,Hommes,15 à 64 ans,46,5.8
2015,Manitoba,Hommes,15 à 19 ans,46,15.4
2015,Manitoba,Hommes,20 à 24 ans,46,9.6
2015,Manitoba,Hommes,25 à 29 ans,46,5.9
2015,Manitoba,Hommes,30 à 34 ans,46,5.4
2015,Manitoba,Hommes,35 à 39 ans,46,4.7
2015,Manitoba,Hommes,40 à 44 ans,46,3.2
2015,Manitoba,Hommes,45 à 49 ans,46,3.8
2015,Manitoba,Hommes,50 à 54 ans,46,4.4
2015,Manitoba,Hommes,55 à 59 ans,46,4.0
2015,Manitoba,Hommes,60 à 64 ans,46,5.1
2015,Manitoba,Hommes,65 ans et plus,46,
2015,Manitoba,Hommes,65 à 69 ans,46,
2015,Manitoba,Hommes,70 ans et plus,46,
2015,Manitoba,Femmes,15 ans et plus,46,5.7
2015,Manitoba,Femmes,15 à 24 ans,46,10.8
2015,Manitoba,Femmes,25 ans et plus,46,4.7
2015,Manitoba,Femmes,25 à 44 ans,46,4.9
2015,Manitoba,Femmes,45 à 64 ans,46,4.6
2015,Manitoba,Femmes,45 ans et plus,46,4.6
2015,Manitoba,Femmes,25 à 54 ans,46,5.0
2015,Manitoba,Femmes,55 ans et plus,46,3.7
2015,Manitoba,Femmes,15 à 64 ans,46,5.8
2015,Manitoba,Femmes,15 à 19 ans,46,17.4
2015,Manitoba,Femmes,20 à 24 ans,46,6.2
2015,Manitoba,Femmes,25 à 29 ans,46,5.7
2015,Manitoba,Femmes,30 à 34 ans,46,5.1
2015,Manitoba,Femmes,35 à 39 ans,46,4.5
2015,Manitoba,Femmes,40 à 44 ans,46,4.0
2015,Manitoba,Femmes,45 à 49 ans,46,5.0
2015,Manitoba,Femmes,50 à 54 ans,46,5.4
2015,Manitoba,Femmes,55 à 59 ans,46,3.9
2015,Manitoba,Femmes,60 à 64 ans,46,3.2
2015,Manitoba,Femmes,65 ans et plus,46,
2015,Manitoba,Femmes,65 à 69 ans,46,
2015,Manitoba,Femmes,70 ans et plus,46,
2015,Saskatchewan,Les deux sexes,15 ans et plus,47,5.2
2015,Saskatchewan,Les deux sexes,15 à 24 ans,47,9.8
2015,Saskatchewan,Les deux sexes,25 ans et plus,47,4.4
2015,Saskatchewan,Les deux sexes,25 à 44 ans,47,5.0
2015,Saskatchewan,Les deux sexes,45 à 64 ans,47,3.8
2015,Saskatchewan,Les deux sexes,45 ans et plus,47,3.7
2015,Saskatchewan,Les deux sexes,25 à 54 ans,47,4.6
2015,Saskatchewan,Les deux sexes,55 ans et plus,47,3.7
2015,Saskatchewan,Les deux sexes,15 à 64 ans,47,5.3
2015,Saskatchewan,Les deux sexes,15 à 19 ans,47,13.1
2015,Saskatchewan,Les deux sexes,20 à 24 ans,47,7.8
2015,Saskatchewan,Les deux sexes,25 à 29 ans,47,6.7
2015,Saskatchewan,Les deux sexes,30 à 34 ans,47,4.8
2015,Saskatchewan,Les deux sexes,35 à 39 ans,47,3.9
2015,Saskatchewan,Les deux sexes,40 à 44 ans,47,4.4
2015,Saskatchewan,Les deux sexes,45 à 49 ans,47,4.2
2015,Saskatchewan,Les deux sexes,50 à 54 ans,47,3.2
2015,Saskatchewan,Les deux sexes,55 à 59 ans,47,4.1
2015,Saskatchewan,Les deux sexes,60 à 64 ans,47,3.8
2015,Saskatchewan,Les deux sexes,65 ans et plus,47,2.8
2015,Saskatchewan,Les deux sexes,65 à 69 ans,47,3.4
2015,Saskatchewan,Les deux sexes,70 ans et plus,47,
2015,Saskatchewan,Hommes,15 ans et plus,47,5.6
2015,Saskatchewan,Hommes,15 à 24 ans,47,9.8
2015,Saskatchewan,Hommes,25 ans et plus,47,4.9
2015,Saskatchewan,Hommes,25 à 44 ans,47,5.5
2015,Saskatchewan,Hommes,45 à 64 ans,47,4.4
2015,Saskatchewan,Hommes,45 ans et plus,47,4.2
2015,Saskatchewan,Hommes,25 à 54 ans,47,5.1
2015,Saskatchewan,Hommes,55 ans et plus,47,4.2
2015,Saskatchewan,Hommes,15 à 64 ans,47,5.8
2015,Saskatchewan,Hommes,15 à 19 ans,47,12.4
2015,Saskatchewan,Hommes,20 à 24 ans,47,8.2
2015,Saskatchewan,Hommes,25 à 29 ans,47,7.4
2015,Saskatchewan,Hommes,30 à 34 ans,47,5.2
2015,Saskatchewan,Hommes,35 à 39 ans,47,4.2
2015,Saskatchewan,Hommes,40 à 44 ans,47,4.9
2015,Saskatchewan,Hommes,45 à 49 ans,47,4.5
2015,Saskatchewan,Hommes,50 à 54 ans,47,3.9
2015,Saskatchewan,Hommes,55 à 59 ans,47,4.8
2015,Saskatchewan,Hommes,60 à 64 ans,47,
2015,Saskatchewan,Hommes,65 ans et plus,47,
2015,Saskatchewan,Hommes,65 à 69 ans,47,
2015,Saskatchewan,Hommes,70 ans et plus,47,
2015,Saskatchewan,Femmes,15 ans et plus,47,4.7
2015,Saskatchewan,Femmes,15 à 24 ans,47,9.9
2015,Saskatchewan,Femmes,25 ans et plus,47,3.7
2015,Saskatchewan,Femmes,25 à 44 ans,47,4.4
2015,Saskatchewan,Femmes,45 à 64 ans,47,3.1
2015,Saskatchewan,Femmes,45 ans et plus,47,3.0
2015,Saskatchewan,Femmes,25 à 54 ans,47,4.0
2015,Saskatchewan,Femmes,55 ans et plus,47,2.9
2015,Saskatchewan,Femmes,15 à 64 ans,47,4.8
2015,Saskatchewan,Femmes,15 à 19 ans,47,13.6
2015,Saskatchewan,Femmes,20 à 24 ans,47,7.4
2015,Saskatchewan,Femmes,25 à 29 ans,47,5.8
2015,Saskatchewan,Femmes,30 à 34 ans,47,4.2
2015,Saskatchewan,Femmes,35 à 39 ans,47,3.6
2015,Saskatchewan,Femmes,40 à 44 ans,47,3.9
2015,Saskatchewan,Femmes,45 à 49 ans,47,3.8
2015,Saskatchewan,Femmes,50 à 54 ans,47,2.5
2015,Saskatchewan,Femmes,55 à 59 ans,47,3.3
2015,Saskatchewan,Femmes,60 à 64 ans,47,
2015,Saskatchewan,Femmes,65 ans et plus,47,
2015,Saskatchewan,Femmes,65 à 69 ans,47,
2015,Saskatchewan,Femmes,70 ans et plus,47,
2015,Alberta,Les deux sexes,15 ans et plus,48,6.1
2015,Alberta,Les deux sexes,15 à 24 ans,48,10.5
2015,Alberta,Les deux sexes,25 ans et plus,48,5.3
2015,Alberta,Les deux sexes,25 à 44 ans,48,5.5
2015,Alberta,Les deux sexes,45 à 64 ans,48,5.3
2015,Alberta,Les deux sexes,45 ans et plus,48,5.1
2015,Alberta,Les deux sexes,25 à 54 ans,48,5.5
2015,Alberta,Les deux sexes,55 ans et plus,48,4.7
2015,Alberta,Les deux sexes,15 à 64 ans,48,6.2
2015,Alberta,Les deux sexes,15 à 19 ans,48,13.7
2015,Alberta,Les deux sexes,20 à 24 ans,48,8.6
2015,Alberta,Les deux sexes,25 à 29 ans,48,6.0
2015,Alberta,Les deux sexes,30 à 34 ans,48,4.7
2015,Alberta,Les deux sexes,35 à 39 ans,48,5.5
2015,Alberta,Les deux sexes,40 à 44 ans,48,5.7
2015,Alberta,Les deux sexes,45 à 49 ans,48,5.5
2015,Alberta,Les deux sexes,50 à 54 ans,48,5.4
2015,Alberta,Les deux sexes,55 à 59 ans,48,4.8
2015,Alberta,Les deux sexes,60 à 64 ans,48,5.5
2015,Alberta,Les deux sexes,65 ans et plus,48,3.3
2015,Alberta,Les deux sexes,65 à 69 ans,48,3.8
2015,Alberta,Les deux sexes,70 ans et plus,48,
2015,Alberta,Hommes,15 ans et plus,48,6.5
2015,Alberta,Hommes,15 à 24 ans,48,12.0
2015,Alberta,Hommes,25 ans et plus,48,5.6
2015,Alberta,Hommes,25 à 44 ans,48,5.6
2015,Alberta,Hommes,45 à 64 ans,48,5.9
2015,Alberta,Hommes,45 ans et plus,48,5.6
2015,Alberta,Hommes,25 à 54 ans,48,5.7
2015,Alberta,Hommes,55 ans et plus,48,5.2
2015,Alberta,Hommes,15 à 64 ans,48,6.7
2015,Alberta,Hommes,15 à 19 ans,48,15.7
2015,Alberta,Hommes,20 à 24 ans,48,9.9
2015,Alberta,Hommes,25 à 29 ans,48,6.7
2015,Alberta,Hommes,30 à 34 ans,48,4.6
2015,Alberta,Hommes,35 à 39 ans,48,5.2
2015,Alberta,Hommes,40 à 44 ans,48,5.8
2015,Alberta,Hommes,45 à 49 ans,48,6.4
2015,Alberta,Hommes,50 à 54 ans,48,5.8
2015,Alberta,Hommes,55 à 59 ans,48,4.9
2015,Alberta,Hommes,60 à 64 ans,48,6.7
2015,Alberta,Hommes,65 ans et plus,48,
2015,Alberta,Hommes,65 à 69 ans,48,
2015,Alberta,Hommes,70 ans et plus,48,
2015,Alberta,Femmes,15 ans et plus,48,5.5
2015,Alberta,Femmes,15 à 24 ans,48,8.7
2015,Alberta,Femmes,25 ans et plus,48,4.9
2015,Alberta,Femmes,25 à 44 ans,48,5.3
2015,Alberta,Femmes,45 à 64 ans,48,4.6
2015,Alberta,Femmes,45 ans et plus,48,4.4
2015,Alberta,Femmes,25 à 54 ans,48,5.1
2015,Alberta,Femmes,55 ans et plus,48,4.0
2015,Alberta,Femmes,15 à 64 ans,48,5.6
2015,Alberta,Femmes,15 à 19 ans,48,11.7
2015,Alberta,Femmes,20 à 24 ans,48,7.0
2015,Alberta,Femmes,25 à 29 ans,48,5.1
2015,Alberta,Femmes,30 à 34 ans,48,4.7
2015,Alberta,Femmes,35 à 39 ans,48,6.0
2015,Alberta,Femmes,40 à 44 ans,48,5.6
2015,Alberta,Femmes,45 à 49 ans,48,4.5
2015,Alberta,Femmes,50 à 54 ans,48,4.9
2015,Alberta,Femmes,55 à 59 ans,48,4.7
2015,Alberta,Femmes,60 à 64 ans,48,4.0
2015,Alberta,Femmes,65 ans et plus,48,
2015,Alberta,Femmes,65 à 69 ans,48,
2015,Alberta,Femmes,70 ans et plus,48,
2015,Colombie-Britannique,Les deux sexes,15 ans et plus,59,6.2
2015,Colombie-Britannique,Les deux sexes,15 à 24 ans,59,11.1
2015,Colombie-Britannique,Les deux sexes,25 ans et plus,59,5.3
2015,Colombie-Britannique,Les deux sexes,25 à 44 ans,59,5.1
2015,Colombie-Britannique,Les deux sexes,45 à 64 ans,59,5.6
2015,Colombie-Britannique,Les deux sexes,45 ans et plus,59,5.6
2015,Colombie-Britannique,Les deux sexes,25 à 54 ans,59,5.2
2015,Colombie-Britannique,Les deux sexes,55 ans et plus,59,5.8
2015,Colombie-Britannique,Les deux sexes,15 à 64 ans,59,6.2
2015,Colombie-Britannique,Les deux sexes,15 à 19 ans,59,15.5
2015,Colombie-Britannique,Les deux sexes,20 à 24 ans,59,8.7
2015,Colombie-Britannique,Les deux sexes,25 à 29 ans,59,5.8
2015,Colombie-Britannique,Les deux sexes,30 à 34 ans,59,4.4
2015,Colombie-Britannique,Les deux sexes,35 à 39 ans,59,5.4
2015,Colombie-Britannique,Les deux sexes,40 à 44 ans,59,4.9
2015,Colombie-Britannique,Les deux sexes,45 à 49 ans,59,5.3
2015,Colombie-Britannique,Les deux sexes,50 à 54 ans,59,5.4
2015,Colombie-Britannique,Les deux sexes,55 à 59 ans,59,5.8
2015,Colombie-Britannique,Les deux sexes,60 à 64 ans,59,6.4
2015,Colombie-Britannique,Les deux sexes,65 ans et plus,59,4.8
2015,Colombie-Britannique,Les deux sexes,65 à 69 ans,59,5.0
2015,Colombie-Britannique,Les deux sexes,70 ans et plus,59,
2015,Colombie-Britannique,Hommes,15 ans et plus,59,6.6
2015,Colombie-Britannique,Hommes,15 à 24 ans,59,13.1
2015,Colombie-Britannique,Hommes,25 ans et plus,59,5.6
2015,Colombie-Britannique,Hommes,25 à 44 ans,59,5.3
2015,Colombie-Britannique,Hommes,45 à 64 ans,59,6.0
2015,Colombie-Britannique,Hommes,45 ans et plus,59,5.8
2015,Colombie-Britannique,Hommes,25 à 54 ans,59,5.3
2015,Colombie-Britannique,Hommes,55 ans et plus,59,6.5
2015,Colombie-Britannique,Hommes,15 à 64 ans,59,6.7
2015,Colombie-Britannique,Hommes,15 à 19 ans,59,16.9
2015,Colombie-Britannique,Hommes,20 à 24 ans,59,11.1
2015,Colombie-Britannique,Hommes,25 à 29 ans,59,6.6
2015,Colombie-Britannique,Hommes,30 à 34 ans,59,4.4
2015,Colombie-Britannique,Hommes,35 à 39 ans,59,5.6
2015,Colombie-Britannique,Hommes,40 à 44 ans,59,4.6
2015,Colombie-Britannique,Hommes,45 à 49 ans,59,4.7
2015,Colombie-Britannique,Hommes,50 à 54 ans,59,5.6
2015,Colombie-Britannique,Hommes,55 à 59 ans,59,7.0
2015,Colombie-Britannique,Hommes,60 à 64 ans,59,7.3
2015,Colombie-Britannique,Hommes,65 ans et plus,59,4.2
2015,Colombie-Britannique,Hommes,65 à 69 ans,59,3.9
2015,Colombie-Britannique,Hommes,70 ans et plus,59,
2015,Colombie-Britannique,Femmes,15 ans et plus,59,5.6
2015,Colombie-Britannique,Femmes,15 à 24 ans,59,8.8
2015,Colombie-Britannique,Femmes,25 ans et plus,59,5.1
2015,Colombie-Britannique,Femmes,25 à 44 ans,59,4.9
2015,Colombie-Britannique,Femmes,45 à 64 ans,59,5.3
2015,Colombie-Britannique,Femmes,45 ans et plus,59,5.3
2015,Colombie-Britannique,Femmes,25 à 54 ans,59,5.1
2015,Colombie-Britannique,Femmes,55 ans et plus,59,5.0
2015,Colombie-Britannique,Femmes,15 à 64 ans,59,5.7
2015,Colombie-Britannique,Femmes,15 à 19 ans,59,14.0
2015,Colombie-Britannique,Femmes,20 à 24 ans,59,5.9
2015,Colombie-Britannique,Femmes,25 à 29 ans,59,5.0
2015,Colombie-Britannique,Femmes,30 à 34 ans,59,4.3
2015,Colombie-Britannique,Femmes,35 à 39 ans,59,5.3
2015,Colombie-Britannique,Femmes,40 à 44 ans,59,5.2
2015,Colombie-Britannique,Femmes,45 à 49 ans,59,6.0
2015,Colombie-Britannique,Femmes,50 à 54 ans,59,5.1
2015,Colombie-Britannique,Femmes,55 à 59 ans,59,4.6
2015,Colombie-Britannique,Femmes,60 à 64 ans,59,5.5
2015,Colombie-Britannique,Femmes,65 ans et plus,59,5.5
2015,Colombie-Britannique,Femmes,65 à 69 ans,59,6.5
2015,Colombie-Britannique,Femmes,70 ans et plus,59,
2016,Canada,Les deux sexes,15 à 24 ans,,12.6
2016,Canada,Les deux sexes,25 ans et plus,,6.1
2016,Canada,Les deux sexes,25 à 44 ans,,6.3
2016,Canada,Les deux sexes,45 à 64 ans,,6.0
2016,Canada,Les deux sexes,45 ans et plus,,5.9
2016,Canada,Les deux sexes,25 à 54 ans,,6.0
2016,Canada,Les deux sexes,55 ans et plus,,6.2
2016,Canada,Les deux sexes,15 à 64 ans,,7.1
2016,Canada,Les deux sexes,15 à 19 ans,,17.1
2016,Canada,Les deux sexes,20 à 24 ans,,10.1
2016,Canada,Les deux sexes,25 à 29 ans,,7.7
2016,Canada,Les deux sexes,30 à 34 ans,,6.2
2016,Canada,Les deux sexes,35 à 39 ans,,5.5
2016,Canada,Les deux sexes,40 à 44 ans,,5.6
2016,Canada,Les deux sexes,45 à 49 ans,,5.5
2016,Canada,Les deux sexes,50 à 54 ans,,5.7
2016,Canada,Les deux sexes,55 à 59 ans,,6.2
2016,Canada,Les deux sexes,60 à 64 ans,,7.3
2016,Canada,Les deux sexes,65 ans et plus,,4.8
2016,Canada,Les deux sexes,65 à 69 ans,,5.4
2016,Canada,Les deux sexes,70 ans et plus,,3.6
2016,Canada,Hommes,15 ans et plus,,7.7
2016,Canada,Hommes,15 à 24 ans,,14.4
2016,Canada,Hommes,25 ans et plus,,6.6
2016,Canada,Hommes,25 à 44 ans,,6.8
2016,Canada,Hommes,45 à 64 ans,,6.6
2016,Canada,Hommes,45 ans et plus,,6.5
2016,Canada,Hommes,25 à 54 ans,,6.5
2016,Canada,Hommes,55 ans et plus,,6.9
2016,Canada,Hommes,15 à 64 ans,,7.8
2016,Canada,Hommes,15 à 19 ans,,19.3
2016,Canada,Hommes,20 à 24 ans,,11.8
2016,Canada,Hommes,25 à 29 ans,,8.8
2016,Canada,Hommes,30 à 34 ans,,6.7
2016,Canada,Hommes,35 à 39 ans,,5.5
2016,Canada,Hommes,40 à 44 ans,,6.0
2016,Canada,Hommes,45 à 49 ans,,5.8
2016,Canada,Hommes,50 à 54 ans,,6.4
2016,Canada,Hommes,55 à 59 ans,,6.7
2016,Canada,Hommes,60 à 64 ans,,7.9
2016,Canada,Hommes,65 ans et plus,,5.6
2016,Canada,Hommes,65 à 69 ans,,6.3
2016,Canada,Hommes,70 ans et plus,,4.5
2016,Canada,Femmes,15 ans et plus,,6.3
2016,Canada,Femmes,15 à 24 ans,,10.7
2016,Canada,Femmes,25 ans et plus,,5.5
2016,Canada,Femmes,25 à 44 ans,,5.7
2016,Canada,Femmes,45 à 64 ans,,5.4
2016,Canada,Femmes,45 ans et plus,,5.3
2016,Canada,Femmes,25 à 54 ans,,5.5
2016,Canada,Femmes,55 ans et plus,,5.5
2016,Canada,Femmes,15 à 64 ans,,6.4
2016,Canada,Femmes,15 à 19 ans,,15.0
2016,Canada,Femmes,20 à 24 ans,,8.1
2016,Canada,Femmes,25 à 29 ans,,6.4
2016,Canada,Femmes,30 à 34 ans,,5.6
2016,Canada,Femmes,35 à 39 ans,,5.5
2016,Canada,Femmes,40 à 44 ans,,5.3
2016,Canada,Femmes,45 à 49 ans,,5.2
2016,Canada,Femmes,50 à 54 ans,,5.0
2016,Canada,Femmes,55 à 59 ans,,5.6
2016,Canada,Femmes,60 à 64 ans,,6.4
2016,Canada,Femmes,65 ans et plus,,3.4
2016,Canada,Femmes,65 à 69 ans,,4.1
2016,Canada,Femmes,70 ans et plus,,2.1
2016,Terre-Neuve-et-Labrador,Les deux sexes,15 ans et plus,10,13.8
2016,Terre-Neuve-et-Labrador,Les deux sexes,15 à 24 ans,10,16.6
2016,Terre-Neuve-et-Labrador,Les deux sexes,25 ans et plus,10,13.4
2016,Terre-Neuve-et-Labrador,Les deux sexes,25 à 44 ans,10,12.6
2016,Terre-Neuve-et-Labrador,Les deux sexes,45 à 64 ans,10,13.8
2016,Terre-Neuve-et-Labrador,Les deux sexes,45 ans et plus,10,14.0
2016,Terre-Neuve-et-Labrador,Les deux sexes,25 à 54 ans,10,12.1
2016,Terre-Neuve-et-Labrador,Les deux sexes,55 ans et plus,10,17.1
2016,Terre-Neuve-et-Labrador,Les deux sexes,15 à 64 ans,10,13.7
2016,Terre-Neuve-et-Labrador,Les deux sexes,15 à 19 ans,10,17.2
2016,Terre-Neuve-et-Labrador,Les deux sexes,20 à 24 ans,10,15.8
2016,Terre-Neuve-et-Labrador,Les deux sexes,25 à 29 ans,10,15.1
2016,Terre-Neuve-et-Labrador,Les deux sexes,30 à 34 ans,10,12.6
2016,Terre-Neuve-et-Labrador,Les deux sexes,35 à 39 ans,10,10.2
2016,Terre-Neuve-et-Labrador,Les deux sexes,40 à 44 ans,10,12.5
2016,Terre-Neuve-et-Labrador,Les deux sexes,45 à 49 ans,10,10.5
2016,Terre-Neuve-et-Labrador,Les deux sexes,50 à 54 ans,10,12.2
2016,Terre-Neuve-et-Labrador,Les deux sexes,55 à 59 ans,10,14.4
2016,Terre-Neuve-et-Labrador,Les deux sexes,60 à 64 ans,10,21.4
2016,Terre-Neuve-et-Labrador,Les deux sexes,65 ans et plus,10,16.3
2016,Terre-Neuve-et-Labrador,Les deux sexes,65 à 69 ans,10,17.6
2016,Terre-Neuve-et-Labrador,Les deux sexes,70 ans et plus,10,
2016,Terre-Neuve-et-Labrador,Hommes,15 ans et plus,10,16.5
2016,Terre-Neuve-et-Labrador,Hommes,15 à 24 ans,10,20.8
2016,Terre-Neuve-et-Labrador,Hommes,25 ans et plus,10,15.9
2016,Terre-Neuve-et-Labrador,Hommes,25 à 44 ans,10,14.9
2016,Terre-Neuve-et-Labrador,Hommes,45 à 64 ans,10,16.2
2016,Terre-Neuve-et-Labrador,Hommes,45 ans et plus,10,16.5
2016,Terre-Neuve-et-Labrador,Hommes,25 à 54 ans,10,14.3
2016,Terre-Neuve-et-Labrador,Hommes,55 ans et plus,10,20.2
2016,Terre-Neuve-et-Labrador,Hommes,15 à 64 ans,10,16.3
2016,Terre-Neuve-et-Labrador,Hommes,15 à 19 ans,10,18.3
2016,Terre-Neuve-et-Labrador,Hommes,20 à 24 ans,10,21.5
2016,Terre-Neuve-et-Labrador,Hommes,25 à 29 ans,10,19.8
2016,Terre-Neuve-et-Labrador,Hommes,30 à 34 ans,10,14.6
2016,Terre-Neuve-et-Labrador,Hommes,35 à 39 ans,10,11.0
2016,Terre-Neuve-et-Labrador,Hommes,40 à 44 ans,10,15.3
2016,Terre-Neuve-et-Labrador,Hommes,45 à 49 ans,10,12.4
2016,Terre-Neuve-et-Labrador,Hommes,50 à 54 ans,10,13.9
2016,Terre-Neuve-et-Labrador,Hommes,55 à 59 ans,10,17.8
2016,Terre-Neuve-et-Labrador,Hommes,60 à 64 ans,10,23.0
2016,Terre-Neuve-et-Labrador,Hommes,65 ans et plus,10,
2016,Terre-Neuve-et-Labrador,Hommes,65 à 69 ans,10,
2016,Terre-Neuve-et-Labrador,Hommes,70 ans et plus,10,
2016,Terre-Neuve-et-Labrador,Femmes,15 ans et plus,10,10.7
2016,Terre-Neuve-et-Labrador,Femmes,15 à 24 ans,10,11.9
2016,Terre-Neuve-et-Labrador,Femmes,25 ans et plus,10,10.5
2016,Terre-Neuve-et-Labrador,Femmes,25 à 44 ans,10,10.1
2016,Terre-Neuve-et-Labrador,Femmes,45 à 64 ans,10,11.1
2016,Terre-Neuve-et-Labrador,Femmes,45 ans et plus,10,11.0
2016,Terre-Neuve-et-Labrador,Femmes,25 à 54 ans,10,9.8
2016,Terre-Neuve-et-Labrador,Femmes,55 ans et plus,10,13.0
2016,Terre-Neuve-et-Labrador,Femmes,15 à 64 ans,10,10.8
2016,Terre-Neuve-et-Labrador,Femmes,15 à 19 ans,10,15.9
2016,Terre-Neuve-et-Labrador,Femmes,20 à 24 ans,10,9.7
2016,Terre-Neuve-et-Labrador,Femmes,25 à 29 ans,10,9.2
2016,Terre-Neuve-et-Labrador,Femmes,30 à 34 ans,10,11.4
2016,Terre-Neuve-et-Labrador,Femmes,35 à 39 ans,10,9.2
2016,Terre-Neuve-et-Labrador,Femmes,40 à 44 ans,10,9.7
2016,Terre-Neuve-et-Labrador,Femmes,45 à 49 ans,10,8.7
2016,Terre-Neuve-et-Labrador,Femmes,50 à 54 ans,10,11.0
2016,Terre-Neuve-et-Labrador,Femmes,55 à 59 ans,10,10.5
2016,Terre-Neuve-et-Labrador,Femmes,60 à 64 ans,10,19.0
2016,Terre-Neuve-et-Labrador,Femmes,65 ans et plus,10,
2016,Terre-Neuve-et-Labrador,Femmes,65 à 69 ans,10,
2016,Terre-Neuve-et-Labrador,Femmes,70 ans et plus,10,
2016,Île-du-Prince-Édouard,Les deux sexes,15 ans et plus,11,10.6
2016,Île-du-Prince-Édouard,Les deux sexes,15 à 24 ans,11,14.4
2016,Île-du-Prince-Édouard,Les deux sexes,25 ans et plus,11,9.9
2016,Île-du-Prince-Édouard,Les deux sexes,25 à 44 ans,11,9.0
