Year,Geography,Status,Sex,Age group,GeoCode,Value
2015,Alberta,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,48,10
2015,Alberta,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,48,16
2015,Alberta,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,48,2
2015,Alberta,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,48,3
2015,Alberta,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,48,4
2015,Alberta,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,48,5
2015,Alberta,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,48,3
2015,Alberta,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,48,5
2015,Alberta,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,48,6
2015,Alberta,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,48,4
2015,Alberta,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,48,6
2015,Alberta,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,48,6
2015,Alberta,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,48,5
2015,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,48,4
2015,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,48,2
2015,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,48,6
2015,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,48,3
2015,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,48,8
2015,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,48,6
2015,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,48,4
2015,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,48,10
2015,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,48,7
2015,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,48,4
2015,Alberta,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,48,11
2015,British Columbia,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,59,9
2015,British Columbia,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,59,8
2015,British Columbia,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,59,10
2015,British Columbia,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,59,12
2015,British Columbia,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,59,11
2015,British Columbia,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,59,12
2015,British Columbia,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,59,14
2015,British Columbia,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,59,13
2015,British Columbia,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,59,14
2015,British Columbia,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,59,14
2015,British Columbia,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,59,13
2015,British Columbia,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,59,14
2015,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,59,2
2015,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,59,3
2015,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,59,4
2015,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,59,5
2015,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,59,4
2015,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,59,6
2015,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,59,6
2015,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,59,5
2015,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,59,6
2015,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,59,7
2015,British Columbia,"Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,59,5
2015,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,59,7
2015,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,59,6
2015,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 19 years,59,8
2015,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,59,7
2015,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,59,6
2015,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,59,8
2015,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,59,8
2015,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,59,6
2015,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,59,9
2015,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,59,8
2015,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,59,6
2015,British Columbia,"Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,59,9
2015,Yukon,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,60,12
2015,Yukon,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,60,14
2015,Yukon,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,60,14
2015,Yukon,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,60,15
2015,Yukon,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,60,15
2015,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,61,13
2015,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,61,16
2015,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,61,17
2015,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,61,19
2015,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,61,14
2015,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,61,21
2015,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,61,24
2015,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,61,18
2015,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,61,20
2015,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,61,23
2015,Northwest Territories,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,61,18
2015,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,61,6
2015,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,61,9
2015,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,61,7
2015,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,61,12
2015,Northwest Territories,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,61,8
2015,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,61,11
2015,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,61,10
2015,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,61,14
2015,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,61,13
2015,Northwest Territories,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,61,13
2015,Nunavut,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,62,27
2015,Nunavut,"Sub-total, not in employment, education or training (NEET)",Females,15 to 19 years,62,26
2015,Nunavut,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,62,37
2015,Nunavut,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,62,41
2015,Nunavut,"Sub-total, not in employment, education or training (NEET)",Females,15 to 24 years,62,34
2015,Nunavut,"Sub-total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,62,49
2015,Nunavut,"Sub-total, not in employment, education or training (NEET)",Males,18 to 24 years,62,51
2015,Nunavut,"Sub-total, not in employment, education or training (NEET)",Females,18 to 24 years,62,45
2015,Nunavut,"Sub-total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,62,51
2015,Nunavut,"Sub-total, not in employment, education or training (NEET)",Males,20 to 24 years,62,55
2015,Nunavut,"Sub-total, not in employment, education or training (NEET)",Females,20 to 24 years,62,47
2015,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,62,8
2015,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,62,11
2015,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,62,12
2015,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,62,16
2015,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,62,14
2015,Nunavut,"Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,62,18
2015,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,62,23
2015,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,62,29
2015,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,62,30
2015,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,62,37
2015,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,62,36
2015,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,62,37
2015,Nunavut,"Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,62,37
2016,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,10,5
2016,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Males,15 to 19 years,10,7
2016,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,10,15
2016,Newfoundland and Labrador,"Sub-total, not in employment, education or training (NEET)",Males,15 to 24 years,10,19
