Year,data.Geography,data.Economic family type,data.Household food security status,GeoCode,Value
2018,Prince Edward Island,Persons in elderly couples,Food insecure,11,
2018,Prince Edward Island,Persons in elderly couples,"Food insecure, marginal",11,
2018,Prince Edward Island,Persons in elderly couples,"Food insecure, moderate or severe",11,
2018,Prince Edward Island,Persons in elderly couples,"Food insecure, moderate",11,
2018,Prince Edward Island,Persons in elderly couples,"Food insecure, severe",11,
2018,Prince Edward Island,Persons in other elderly families,Food secure,11,82.5
2018,Prince Edward Island,Persons in other elderly families,Food insecure,11,
2018,Prince Edward Island,Persons in other elderly families,"Food insecure, marginal",11,
2018,Prince Edward Island,Persons in other elderly families,"Food insecure, moderate or severe",11,
2018,Prince Edward Island,Persons in other elderly families,"Food insecure, moderate",11,
2018,Prince Edward Island,Persons in other elderly families,"Food insecure, severe",11,
2018,Prince Edward Island,Persons in non-elderly families,Food secure,11,81.7
2018,Prince Edward Island,Persons in non-elderly families,Food insecure,11,18.3
2018,Prince Edward Island,Persons in non-elderly families,"Food insecure, marginal",11,5.0
2018,Prince Edward Island,Persons in non-elderly families,"Food insecure, moderate or severe",11,13.3
2018,Prince Edward Island,Persons in non-elderly families,"Food insecure, moderate",11,8.8
2018,Prince Edward Island,Persons in non-elderly families,"Food insecure, severe",11,4.5
2018,Prince Edward Island,Persons in couples,Food secure,11,87.1
2018,Prince Edward Island,Persons in couples,Food insecure,11,12.9
2018,Prince Edward Island,Persons in couples,"Food insecure, marginal",11,
2018,Prince Edward Island,Persons in couples,"Food insecure, moderate or severe",11,11.1
2018,Prince Edward Island,Persons in couples,"Food insecure, moderate",11,6.8
2018,Prince Edward Island,Persons in couples,"Food insecure, severe",11,4.3
2018,Prince Edward Island,Persons in couple families with children,Food secure,11,83.1
2018,Prince Edward Island,Persons in couple families with children,Food insecure,11,16.9
2018,Prince Edward Island,Persons in couple families with children,"Food insecure, marginal",11,5.3
2018,Prince Edward Island,Persons in couple families with children,"Food insecure, moderate or severe",11,11.6
2018,Prince Edward Island,Persons in couple families with children,"Food insecure, moderate",11,7.3
2018,Prince Edward Island,Persons in couple families with children,"Food insecure, severe",11,
2018,Prince Edward Island,Persons in couple families with other relatives,Food secure,11,92.8
2018,Prince Edward Island,Persons in couple families with other relatives,Food insecure,11,
2018,Prince Edward Island,Persons in couple families with other relatives,"Food insecure, marginal",11,
2018,Prince Edward Island,Persons in couple families with other relatives,"Food insecure, moderate or severe",11,
2018,Prince Edward Island,Persons in couple families with other relatives,"Food insecure, moderate",11,
2018,Prince Edward Island,Persons in couple families with other relatives,"Food insecure, severe",11,
2018,Prince Edward Island,Persons in lone-parent families,Food secure,11,48.6
2018,Prince Edward Island,Persons in lone-parent families,Food insecure,11,51.4
2018,Prince Edward Island,Persons in lone-parent families,"Food insecure, marginal",11,
2018,Prince Edward Island,Persons in lone-parent families,"Food insecure, moderate or severe",11,34.5
2018,Prince Edward Island,Persons in lone-parent families,"Food insecure, moderate",11,21.9
2018,Prince Edward Island,Persons in lone-parent families,"Food insecure, severe",11,
2018,Prince Edward Island,Persons in male lone-parent families,Food secure,11,
2018,Prince Edward Island,Persons in male lone-parent families,Food insecure,11,
2018,Prince Edward Island,Persons in male lone-parent families,"Food insecure, marginal",11,
2018,Prince Edward Island,Persons in male lone-parent families,"Food insecure, moderate or severe",11,
2018,Prince Edward Island,Persons in male lone-parent families,"Food insecure, moderate",11,
2018,Prince Edward Island,Persons in male lone-parent families,"Food insecure, severe",11,
2018,Prince Edward Island,Persons in female lone-parent families,Food secure,11,47.3
2018,Prince Edward Island,Persons in female lone-parent families,Food insecure,11,52.7
2018,Prince Edward Island,Persons in female lone-parent families,"Food insecure, marginal",11,
2018,Prince Edward Island,Persons in female lone-parent families,"Food insecure, moderate or severe",11,33.8
2018,Prince Edward Island,Persons in female lone-parent families,"Food insecure, moderate",11,
2018,Prince Edward Island,Persons in female lone-parent families,"Food insecure, severe",11,
2018,Prince Edward Island,Persons in other non-elderly families,Food secure,11,73.7
2018,Prince Edward Island,Persons in other non-elderly families,Food insecure,11,26.3
2018,Prince Edward Island,Persons in other non-elderly families,"Food insecure, marginal",11,
2018,Prince Edward Island,Persons in other non-elderly families,"Food insecure, moderate or severe",11,19.5
2018,Prince Edward Island,Persons in other non-elderly families,"Food insecure, moderate",11,13.8
2018,Prince Edward Island,Persons in other non-elderly families,"Food insecure, severe",11,
2018,Prince Edward Island,Persons not in an economic family,Food secure,11,78.4
2018,Prince Edward Island,Persons not in an economic family,Food insecure,11,21.6
2018,Prince Edward Island,Persons not in an economic family,"Food insecure, marginal",11,6.1
2018,Prince Edward Island,Persons not in an economic family,"Food insecure, moderate or severe",11,15.5
2018,Prince Edward Island,Persons not in an economic family,"Food insecure, moderate",11,6.4
2018,Prince Edward Island,Persons not in an economic family,"Food insecure, severe",11,9.2
2018,Prince Edward Island,Elderly persons not in an economic family,Food secure,11,85.7
2018,Prince Edward Island,Elderly persons not in an economic family,Food insecure,11,14.3
2018,Prince Edward Island,Elderly persons not in an economic family,"Food insecure, marginal",11,6.9
2018,Prince Edward Island,Elderly persons not in an economic family,"Food insecure, moderate or severe",11,7.4
2018,Prince Edward Island,Elderly persons not in an economic family,"Food insecure, moderate",11,
2018,Prince Edward Island,Elderly persons not in an economic family,"Food insecure, severe",11,
2018,Prince Edward Island,Elderly males not in an economic family,Food secure,11,81.0
2018,Prince Edward Island,Elderly males not in an economic family,Food insecure,11,19.0
2018,Prince Edward Island,Elderly males not in an economic family,"Food insecure, marginal",11,
2018,Prince Edward Island,Elderly males not in an economic family,"Food insecure, moderate or severe",11,
2018,Prince Edward Island,Elderly males not in an economic family,"Food insecure, moderate",11,
2018,Prince Edward Island,Elderly males not in an economic family,"Food insecure, severe",11,
2018,Prince Edward Island,Elderly females not in an economic family,Food secure,11,88.0
2018,Prince Edward Island,Elderly females not in an economic family,Food insecure,11,12.0
2018,Prince Edward Island,Elderly females not in an economic family,"Food insecure, marginal",11,
2018,Prince Edward Island,Elderly females not in an economic family,"Food insecure, moderate or severe",11,
2018,Prince Edward Island,Elderly females not in an economic family,"Food insecure, moderate",11,
2018,Prince Edward Island,Elderly females not in an economic family,"Food insecure, severe",11,
2018,Prince Edward Island,Non-elderly persons not in an economic family,Food secure,11,74.3
2018,Prince Edward Island,Non-elderly persons not in an economic family,Food insecure,11,25.7
2018,Prince Edward Island,Non-elderly persons not in an economic family,"Food insecure, marginal",11,5.7
2018,Prince Edward Island,Non-elderly persons not in an economic family,"Food insecure, moderate or severe",11,20.0
2018,Prince Edward Island,Non-elderly persons not in an economic family,"Food insecure, moderate",11,8.5
2018,Prince Edward Island,Non-elderly persons not in an economic family,"Food insecure, severe",11,11.5
2018,Prince Edward Island,Non-elderly males not in an economic family,Food secure,11,74.1
2018,Prince Edward Island,Non-elderly males not in an economic family,Food insecure,11,25.9
2018,Prince Edward Island,Non-elderly males not in an economic family,"Food insecure, marginal",11,
2018,Prince Edward Island,Non-elderly males not in an economic family,"Food insecure, moderate or severe",11,21.6
2018,Prince Edward Island,Non-elderly males not in an economic family,"Food insecure, moderate",11,9.6
2018,Prince Edward Island,Non-elderly males not in an economic family,"Food insecure, severe",11,12.0
2018,Prince Edward Island,Non-elderly females not in an economic family,Food secure,11,74.5
2018,Prince Edward Island,Non-elderly females not in an economic family,Food insecure,11,25.5
2018,Prince Edward Island,Non-elderly females not in an economic family,"Food insecure, marginal",11,
2018,Prince Edward Island,Non-elderly females not in an economic family,"Food insecure, moderate or severe",11,17.9
2018,Prince Edward Island,Non-elderly females not in an economic family,"Food insecure, moderate",11,
2018,Prince Edward Island,Non-elderly females not in an economic family,"Food insecure, severe",11,10.9
2018,Nova Scotia,All persons,Food secure,12,79.1
2018,Nova Scotia,All persons,Food insecure,12,20.9
2018,Nova Scotia,All persons,"Food insecure, marginal",12,5.4
2018,Nova Scotia,All persons,"Food insecure, moderate or severe",12,15.5
2018,Nova Scotia,All persons,"Food insecure, moderate",12,9.6
2018,Nova Scotia,All persons,"Food insecure, severe",12,5.9
2018,Nova Scotia,Persons in economic families,Food secure,12,79.8
2018,Nova Scotia,Persons in economic families,Food insecure,12,20.2
2018,Nova Scotia,Persons in economic families,"Food insecure, marginal",12,5.3
2018,Nova Scotia,Persons in economic families,"Food insecure, moderate or severe",12,14.9
2018,Nova Scotia,Persons in economic families,"Food insecure, moderate",12,10.0
2018,Nova Scotia,Persons in economic families,"Food insecure, severe",12,4.9
2018,Nova Scotia,Persons in elderly families,Food secure,12,91.9
2018,Nova Scotia,Persons in elderly families,Food insecure,12,8.1
2018,Nova Scotia,Persons in elderly families,"Food insecure, marginal",12,3.7
2018,Nova Scotia,Persons in elderly families,"Food insecure, moderate or severe",12,4.3
2018,Nova Scotia,Persons in elderly families,"Food insecure, moderate",12,
2018,Nova Scotia,Persons in elderly families,"Food insecure, severe",12,
2018,Nova Scotia,Persons in elderly couples,Food secure,12,93.9
2018,Nova Scotia,Persons in elderly couples,Food insecure,12,6.1
2018,Nova Scotia,Persons in elderly couples,"Food insecure, marginal",12,2.7
2018,Nova Scotia,Persons in elderly couples,"Food insecure, moderate or severe",12,3.4
2018,Nova Scotia,Persons in elderly couples,"Food insecure, moderate",12,
2018,Nova Scotia,Persons in elderly couples,"Food insecure, severe",12,
2018,Nova Scotia,Persons in other elderly families,Food secure,12,86.0
2018,Nova Scotia,Persons in other elderly families,Food insecure,12,
2018,Nova Scotia,Persons in other elderly families,"Food insecure, marginal",12,
2018,Nova Scotia,Persons in other elderly families,"Food insecure, moderate or severe",12,
2018,Nova Scotia,Persons in other elderly families,"Food insecure, moderate",12,
2018,Nova Scotia,Persons in other elderly families,"Food insecure, severe",12,
2018,Nova Scotia,Persons in non-elderly families,Food secure,12,77.1
2018,Nova Scotia,Persons in non-elderly families,Food insecure,12,22.9
2018,Nova Scotia,Persons in non-elderly families,"Food insecure, marginal",12,5.6
2018,Nova Scotia,Persons in non-elderly families,"Food insecure, moderate or severe",12,17.3
2018,Nova Scotia,Persons in non-elderly families,"Food insecure, moderate",12,11.8
2018,Nova Scotia,Persons in non-elderly families,"Food insecure, severe",12,5.5
2018,Nova Scotia,Persons in couples,Food secure,12,83.2
2018,Nova Scotia,Persons in couples,Food insecure,12,16.8
