Year,Géographie,Type of provider,Value
2016,Canada,Technologues en radiation médicale,57.36
2016,Canada,Sages-femmes,3.87
2016,Canada,Infirmières praticiennes,13.27
2016,Canada,Ergothérapeutes,47.17
2016,Canada,Opticiens,22.33
2016,Canada,Optométristes,16.89
2016,Canada,Ambulanciers paramédicaux,88.07
2016,Canada,Pharmaciens,113.23
2016,Canada,Techniciens en pharmacie,20.32
2016,Canada,Adjoints au médecin,1.49
2016,Canada,Médecins,232.8
2016,Canada,Physiothérapeutes,62.01
2016,Canada,Psychologues,50.53
2016,Canada,Infirmières autorisées,811.1
2016,Canada,Infirmières psychiatriques autorisées,16.24
2016,Canada,Personnel infirmier réglementé,1162.88
2016,Canada,Inhalothérapeutes,32.0
2016,Canada,Travailleurs sociaux,144.79
2016,Canada,Spécialistes,115.04
2016,Canada,Orthophonistes,25.94
2017,Canada,Audiologistes,5.27
2017,Canada,Chiropraticiens,24.27
2017,Canada,Assistants dentaires,63.93
2017,Canada,Hygiénistes dentaires,80.87
2017,Canada,Dentistes,64.4
2017,Canada,Diététistes,32.64
2017,Canada,Professionnels de la santé publique environnementale,4.76
2017,Canada,Médecins de famille,120.94
2017,Canada,Conseillers en génétique,0.8
2017,Canada,Professionnels de la gestion de l’information sur la santé,13.03
2017,Canada,Infirmières auxiliaires autorisées,325.84
2017,Canada,Technologistes de laboratoire médical,55.75
2017,Canada,Physiciens médicaux,1.35
2017,Canada,Technologues en radiation médicale,58.03
2017,Canada,Sages-femmes,4.18
2017,Canada,Infirmières praticiennes,14.28
2017,Canada,Ergothérapeutes,48.37
2017,Canada,Opticiens,15.54
2017,Canada,Optométristes,17.02
2017,Canada,Ambulanciers paramédicaux,92.63
2017,Canada,Pharmaciens,114.51
2017,Canada,Techniciens en pharmacie,22.4
2017,Canada,Techniciens en pharmacie,22.4
2017,Canada,Adjoints au médecin,0.39
2017,Canada,Médecins,237.12
2017,Canada,Physiothérapeutes,62.9
2017,Canada,Psychologues,50.6
2017,Canada,Infirmières autorisées,806.6
2017,Canada,Infirmières psychiatriques autorisées,16.25
2017,Canada,Personnel infirmier réglementé,1162.32
2017,Canada,Inhalothérapeutes,29.79
2017,Canada,Travailleurs sociaux,141.92
2017,Canada,Spécialistes,116.18
2017,Canada,Orthophonistes,26.71
2018,Canada,Audiologistes,5.42
2018,Canada,Chiropraticiens,24.69
2018,Canada,Assistants dentaires,45.52
2018,Canada,Hygiénistes dentaires,78.93
2018,Canada,Dentistes,66.73
2018,Canada,Diététistes,32.84
2018,Canada,Diététistes,32.84
2018,Canada,Professionnels de la santé publique environnementale,4.78
2018,Canada,Médecins de famille,122.76
2018,Canada,Conseillers en génétique,0.9
2018,Canada,Professionnels de la gestion de l’information sur la santé,1.44
2018,Canada,Infirmières auxiliaires autorisées,331.18
2018,Canada,Technologistes de laboratoire médical,54.44
2018,Canada,Physiciens médicaux,1.41
2018,Canada,Technologues en radiation médicale,67.55
2018,Canada,Sages-femmes,4.18
2018,Canada,Infirmières praticiennes,15.24
2018,Canada,Ergothérapeutes,49.26
2018,Canada,Opticiens,0.0
2018,Canada,Optométristes,17.16
2018,Canada,Ambulanciers paramédicaux,93.93
2018,Canada,Pharmaciens,115.7
2018,Canada,Techniciens en pharmacie,23.92
2018,Canada,Adjoints au médecin,1.8
2018,Canada,Médecins,242.62
2018,Canada,Physiothérapeutes,66.55
2018,Canada,Psychologues,50.71
2018,Canada,Infirmières autorisées,800.46
2018,Canada,Infirmières psychiatriques autorisées,16.27
2018,Canada,Personnel infirmier réglementé,1162.5
2018,Canada,Inhalothérapeutes,29.08
2018,Canada,Travailleurs sociaux,145.47
2018,Canada,Spécialistes,119.86
2018,Canada,Orthophonistes,27.71
2019,Canada,Audiologistes,5.56
2019,Canada,Chiropraticiens,25.09
2019,Canada,Assistants dentaires,52.89
2019,Canada,Hygiénistes dentaires,81.54
2019,Canada,Dentistes,52.5
2019,Canada,Diététistes,24.59
2019,Canada,Diététistes,24.59
2019,Canada,Professionnels de la santé publique environnementale,4.71
2019,Canada,Médecins de famille,124.48
2019,Canada,Conseillers en génétique,0.95
2019,Canada,Professionnels de la gestion de l’information sur la santé,11.94
2019,Canada,Infirmières auxiliaires autorisées,342.96
2019,Canada,Technologistes de laboratoire médical,54.1
2019,Canada,Physiciens médicaux,1.37
2019,Canada,Technologues en radiation médicale,68.64
2019,Canada,Sages-femmes,4.32
2019,Canada,Infirmières praticiennes,16.5
2019,Canada,Ergothérapeutes,51.02
2019,Canada,Opticiens,9.73
2019,Canada,Optométristes,17.83
2019,Canada,Ambulanciers paramédicaux,95.48
2019,Canada,Pharmaciens,118.04
2019,Canada,Techniciens en pharmacie,25.81
2019,Canada,Adjoints au médecin,2.13
2019,Canada,Médecins,246.57
2019,Canada,Physiothérapeutes,68.25
2019,Canada,Psychologues,51.55
2019,Canada,Infirmières autorisées,809.35
2019,Canada,Infirmières psychiatriques autorisées,16.33
2019,Canada,Personnel infirmier réglementé,1184.45
2019,Canada,Inhalothérapeutes,33.17
2019,Canada,Travailleurs sociaux,142.54
2019,Canada,Spécialistes,122.08
2019,Canada,Orthophonistes,27.82
2021,Canada,Audiologistes,5.8
2021,Canada,Chiropraticiens,25.3
2021,Canada,Chiropraticiens,25.3
2021,Canada,Assistants dentaires,78.9
2021,Canada,Hygiénistes dentaires,81.5
2021,Canada,Dentistes,61.2
2021,Canada,Diététistes,33.4
2021,Canada,Professionnels de la santé publique environnementale,4.7
2021,Canada,Médecins de famille,123.8
2021,Canada,Conseillers en génétique,0.9
2021,Canada,Professionnels de la gestion de l’information sur la santé,11.8
2021,Canada,Infirmières auxiliaires autorisées,347.4
2021,Canada,Technologistes de laboratoire médical,51.4
2021,Canada,Physiciens médicaux,1.0
2021,Canada,Technologues en radiation médicale,67.3
2021,Canada,Sages-femmes,4.7
2021,Canada,Infirmières praticiennes,19.3
2021,Canada,Ergothérapeutes,52.5
2021,Canada,Opticiens,15.3
2021,Canada,Optométristes,18.0
2021,Canada,Ambulanciers paramédicaux,96.7
2021,Canada,Pharmaciens,119.4
2021,Canada,Techniciens en pharmacie,34.5
2021,Canada,Techniciens en pharmacie,34.5
2021,Canada,Adjoints au médecin,2.4
2021,Canada,Médecins,245.8
2021,Canada,Physiothérapeutes,70.8
2021,Canada,Psychologues,52.9
2021,Canada,Infirmières autorisées,816.8
2021,Canada,Infirmières psychiatriques autorisées,51.7
2021,Canada,Personnel infirmier réglementé,1235.2
2021,Canada,Inhalothérapeutes,32.0
2021,Canada,Inhalothérapeutes,32.0
2021,Canada,Travailleurs sociaux,177.4
2021,Canada,Spécialistes,122.0
2021,Canada,Orthophonistes,29.3
2015,Manitoba,Audiologistes,5.6
2015,Manitoba,Chiropraticiens,22.2
2015,Manitoba,Assistants dentaires,95.3
2015,Manitoba,Hygiénistes dentaires,53.2
2015,Manitoba,Dentistes,53.9
2015,Manitoba,Diététistes,36.8
2015,Manitoba,Professionnels de la santé publique environnementale,5.5
2015,Manitoba,Médecins de famille,107.3
2015,Manitoba,Conseillers en génétique,0.6
2015,Manitoba,Professionnels de la gestion de l’information sur la santé,
2015,Manitoba,Professionnels de la gestion de l’information sur la santé,0.0
2015,Manitoba,Infirmières auxiliaires autorisées,247.8
2015,Manitoba,Technologistes de laboratoire médical,81.1
2015,Manitoba,Physiciens médicaux,1.5
2015,Manitoba,Technologues en radiation médicale,54.9
2015,Manitoba,Sages-femmes,4.0
2015,Manitoba,Infirmières praticiennes,11.8
2015,Manitoba,Ergothérapeutes,50.0
2015,Manitoba,Opticiens,
2015,Manitoba,Opticiens,0.0
2015,Manitoba,Optométristes,12.4
2015,Manitoba,Ambulanciers paramédicaux,199.3
2015,Manitoba,Pharmaciens,112.2
2015,Manitoba,Techniciens en pharmacie,
2015,Manitoba,Techniciens en pharmacie,0.0
2015,Manitoba,Adjoints au médecin,4.5
2015,Manitoba,Médecins,205.8
2015,Manitoba,Physiothérapeutes,54.7
2015,Manitoba,Psychologues,
2015,Manitoba,Psychologues,0.0
2015,Manitoba,Infirmières autorisées,977.7
2015,Manitoba,Infirmières psychiatriques autorisées,77.1
2015,Manitoba,Personnel infirmier réglementé,1314.3
2015,Manitoba,Inhalothérapeutes,
2015,Manitoba,Inhalothérapeutes,0.0
2015,Manitoba,Travailleurs sociaux,92.9
2015,Manitoba,Spécialistes,98.5
2015,Manitoba,Orthophonistes,27.7
2016,Manitoba,Audiologistes,5.4
2016,Manitoba,Chiropraticiens,22.3
2016,Manitoba,Assistants dentaires,98.6
2016,Manitoba,Hygiénistes dentaires,55.5
2016,Manitoba,Dentistes,54.6
2016,Manitoba,Diététistes,37.2
2016,Manitoba,Professionnels de la santé publique environnementale,5.4
2016,Manitoba,Médecins de famille,108.3
2016,Manitoba,Conseillers en génétique,0.6
2016,Manitoba,Professionnels de la gestion de l’information sur la santé,12.3
2016,Manitoba,Infirmières auxiliaires autorisées,246.2
2016,Manitoba,Technologistes de laboratoire médical,63.2
2016,Manitoba,Physiciens médicaux,1.4
2016,Manitoba,Technologues en radiation médicale,53.3
2016,Manitoba,Sages-femmes,4.0
2016,Manitoba,Infirmières praticiennes,12.4
2016,Manitoba,Ergothérapeutes,48.1
2016,Manitoba,Opticiens,20.9
2016,Manitoba,Optométristes,12.6
2016,Manitoba,Ambulanciers paramédicaux,204.8
2016,Manitoba,Pharmaciens,116.0
2016,Manitoba,Techniciens en pharmacie,
2016,Manitoba,Techniciens en pharmacie,0.0
2016,Manitoba,Adjoints au médecin,6.2
2016,Manitoba,Médecins,209.1
2016,Manitoba,Physiothérapeutes,55.5
2016,Manitoba,Psychologues,16.1
2016,Manitoba,Infirmières autorisées,966.9
2016,Manitoba,Infirmières psychiatriques autorisées,77.8
2016,Manitoba,Personnel infirmier réglementé,1303.3
2016,Manitoba,Inhalothérapeutes,25.0
2016,Manitoba,Travailleurs sociaux,153.5
2016,Manitoba,Spécialistes,100.8
2016,Manitoba,Orthophonistes,27.5
2016,Manitoba,Orthophonistes,27.5
2017,Manitoba,Audiologistes,5.7
2017,Manitoba,Chiropraticiens,22.3
2017,Manitoba,Assistants dentaires,100.5
2017,Manitoba,Hygiénistes dentaires,55.4
2017,Manitoba,Dentistes,53.3
2017,Manitoba,Diététistes,36.4
2017,Manitoba,Professionnels de la santé publique environnementale,5.2
2017,Manitoba,Médecins de famille,111.0
2017,Manitoba,Conseillers en génétique,0.4
2017,Manitoba,Professionnels de la gestion de l’information sur la santé,11.7
2017,Manitoba,Infirmières auxiliaires autorisées,248.2
2017,Manitoba,Technologistes de laboratoire médical,73.5
2017,Manitoba,Physiciens médicaux,1.6
2017,Manitoba,Technologues en radiation médicale,64.5
2017,Manitoba,Sages-femmes,6.1
2017,Manitoba,Infirmières praticiennes,13.3
2017,Manitoba,Ergothérapeutes,48.6
2017,Manitoba,Opticiens,15.1
2017,Manitoba,Optométristes,13.3
2017,Manitoba,Ambulanciers paramédicaux,211.9
2017,Manitoba,Pharmaciens,118.0
2017,Manitoba,Techniciens en pharmacie,
2017,Manitoba,Techniciens en pharmacie,0.0
2017,Manitoba,Adjoints au médecin,
2017,Manitoba,Adjoints au médecin,0.0
2017,Manitoba,Médecins,212.2
2017,Manitoba,Physiothérapeutes,56.9
2017,Manitoba,Psychologues,19.6
2017,Manitoba,Psychotherapists/counselling therapists,
2017,Manitoba,Psychotherapists/counselling therapists,0.0
2017,Manitoba,Infirmières autorisées,983.4
2017,Manitoba,Infirmières psychiatriques autorisées,79.0
2017,Manitoba,Personnel infirmier réglementé,1323.9
2017,Manitoba,Inhalothérapeutes,25.6
2017,Manitoba,Travailleurs sociaux,154.0
2017,Manitoba,Spécialistes,101.3
2017,Manitoba,Orthophonistes,28.8
2017,Manitoba,Orthophonistes,28.8
2018,Manitoba,Audiologistes,5.1
2018,Manitoba,Chiropraticiens,22.2
2018,Manitoba,Assistants dentaires,
2018,Manitoba,Assistants dentaires,0.0
2018,Manitoba,Hygiénistes dentaires,56.0
2018,Manitoba,Dentistes,54.0
2018,Manitoba,Diététistes,35.4
2018,Manitoba,Professionnels de la santé publique environnementale,5.3
2018,Manitoba,Médecins de famille,110.0
2018,Manitoba,Conseillers en génétique,0.6
2018,Manitoba,Professionnels de la gestion de l’information sur la santé,
2018,Manitoba,Professionnels de la gestion de l’information sur la santé,0.0
2018,Manitoba,Infirmières auxiliaires autorisées,249.3
2018,Manitoba,Technologistes de laboratoire médical,70.5
2018,Manitoba,Physiciens médicaux,1.6
2018,Manitoba,Technologues en radiation médicale,62.2
2018,Manitoba,Sages-femmes,5.7
2018,Manitoba,Infirmières praticiennes,14.3
2018,Manitoba,Ergothérapeutes,50.0
2018,Manitoba,Opticiens,
2018,Manitoba,Opticiens,0.0
2018,Manitoba,Optométristes,13.2
2018,Manitoba,Ambulanciers paramédicaux,223.8
2018,Manitoba,Pharmaciens,119.7
2018,Manitoba,Techniciens en pharmacie,7.5
2018,Manitoba,Adjoints au médecin,7.2
2018,Manitoba,Médecins,215.7
2018,Manitoba,Physiothérapeutes,58.3
2018,Manitoba,Psychologues,19.5
2018,Manitoba,Psychotherapists/counselling therapists,
2018,Manitoba,Psychotherapists/counselling therapists,0.0
2018,Manitoba,Infirmières autorisées,973.7
2018,Manitoba,Infirmières psychiatriques autorisées,79.6
2018,Manitoba,Personnel infirmier réglementé,1316.9
2018,Manitoba,Inhalothérapeutes,25.1
2018,Manitoba,Travailleurs sociaux,160.2
2018,Manitoba,Spécialistes,105.7
2018,Manitoba,Orthophonistes,28.8
2018,Manitoba,Orthophonistes,28.8
2019,Manitoba,Audiologistes,5.0
2019,Manitoba,Chiropraticiens,21.5
2019,Manitoba,Assistants dentaires,
2019,Manitoba,Assistants dentaires,0.0
2019,Manitoba,Hygiénistes dentaires,56.4
2019,Manitoba,Dentistes,53.7
2019,Manitoba,Diététistes,35.3
2019,Manitoba,Professionnels de la santé publique environnementale,5.0
2019,Manitoba,Médecins de famille,108.8
2019,Manitoba,Conseillers en génétique,0.9
2019,Manitoba,Professionnels de la gestion de l’information sur la santé,12.1
2019,Manitoba,Infirmières auxiliaires autorisées,256.8
2019,Manitoba,Technologistes de laboratoire médical,69.8
2019,Manitoba,Physiciens médicaux,1.7
2019,Manitoba,Technologues en radiation médicale,62.0
2019,Manitoba,Sages-femmes,4.3
2019,Manitoba,Infirmières praticiennes,15.8
2019,Manitoba,Ergothérapeutes,50.4
2019,Manitoba,Opticiens,17.0
2019,Manitoba,Optométristes,13.7
2019,Manitoba,Ambulanciers paramédicaux,273.7
2019,Manitoba,Pharmaciens,119.6
2019,Manitoba,Techniciens en pharmacie,12.9
2019,Manitoba,Adjoints au médecin,9.8
2019,Manitoba,Médecins,217.5
2019,Manitoba,Physiothérapeutes,59.4
2019,Manitoba,Psychologues,19.4
2019,Manitoba,Psychotherapists/counselling therapists,
2019,Manitoba,Psychotherapists/counselling therapists,0.0
2019,Manitoba,Infirmières autorisées,948.6
2019,Manitoba,Infirmières psychiatriques autorisées,77.7
2019,Manitoba,Personnel infirmier réglementé,1298.9
2019,Manitoba,Inhalothérapeutes,24.2
2019,Manitoba,Travailleurs sociaux,165.8
2019,Manitoba,Spécialistes,108.6
2019,Manitoba,Orthophonistes,28.9
2019,Manitoba,Orthophonistes,28.9
2020,Manitoba,Audiologistes,5.0
2020,Manitoba,Chiropraticiens,21.4
2020,Manitoba,Assistants dentaires,96.3
2020,Manitoba,Hygiénistes dentaires,58.1
2020,Manitoba,Dentistes,59.4
2020,Manitoba,Diététistes,35.6
2020,Manitoba,Professionnels de la santé publique environnementale,5.4
2020,Manitoba,Médecins de famille,108.2
2020,Manitoba,Conseillers en génétique,0.9
2020,Manitoba,Professionnels de la gestion de l’information sur la santé,11.9
2020,Manitoba,Infirmières auxiliaires autorisées,258.0
2020,Manitoba,Technologistes de laboratoire médical,69.2
2020,Manitoba,Physiciens médicaux,0.9
2020,Manitoba,Technologues en radiation médicale,64.2
2020,Manitoba,Sages-femmes,4.0
2020,Manitoba,Infirmières praticiennes,16.9
2020,Manitoba,Ergothérapeutes,52.3
2020,Manitoba,Opticiens,
2020,Manitoba,Opticiens,0.0
2020,Manitoba,Optométristes,13.9
2020,Manitoba,Ambulanciers paramédicaux,
2020,Manitoba,Ambulanciers paramédicaux,0.0
2020,Manitoba,Pharmaciens,120.4
2020,Manitoba,Techniciens en pharmacie,15.4
2020,Manitoba,Adjoints au médecin,8.9
2020,Manitoba,Médecins,216.3
2020,Manitoba,Physiothérapeutes,63.4
2020,Manitoba,Psychologues,20.9
2020,Manitoba,Psychotherapists/counselling therapists,
2020,Manitoba,Psychotherapists/counselling therapists,0.0
2020,Manitoba,Infirmières autorisées,931.2
2020,Manitoba,Infirmières psychiatriques autorisées,74.8
2020,Manitoba,Personnel infirmier réglementé,1280.8
2020,Manitoba,Inhalothérapeutes,24.8
2020,Manitoba,Travailleurs sociaux,182.5
2020,Manitoba,Spécialistes,108.1
2020,Manitoba,Orthophonistes,28.6
2020,Manitoba,Orthophonistes,28.6
2021,Manitoba,Audiologistes,5.6
2021,Manitoba,Chiropraticiens,21.2
2021,Manitoba,Chiropraticiens,21.2
2021,Manitoba,Assistants dentaires,95.7
2021,Manitoba,Hygiénistes dentaires,58.5
2021,Manitoba,Dentistes,54.4
2021,Manitoba,Diététistes,36.1
2021,Manitoba,Professionnels de la santé publique environnementale,5.3
2021,Manitoba,Médecins de famille,108.8
2021,Manitoba,Conseillers en génétique,0.9
2021,Manitoba,Professionnels de la gestion de l’information sur la santé,8.5
2021,Manitoba,Infirmières auxiliaires autorisées,266.9
2021,Manitoba,Technologistes de laboratoire médical,67.2
2021,Manitoba,Physiciens médicaux,0.9
2021,Manitoba,Technologues en radiation médicale,64.5
2021,Manitoba,Sages-femmes,4.6
2021,Manitoba,Infirmières praticiennes,19.9
2021,Manitoba,Ergothérapeutes,54.4
2021,Manitoba,Opticiens,17.6
2021,Manitoba,Optométristes,13.7
2021,Manitoba,Ambulanciers paramédicaux,154.5
2021,Manitoba,Pharmaciens,117.7
2021,Manitoba,Techniciens en pharmacie,16.2
2021,Manitoba,Adjoints au médecin,10.0
2021,Manitoba,Médecins,216.5
2021,Manitoba,Physiothérapeutes,66.6
2021,Manitoba,Psychologues,20.2
2021,Manitoba,Psychotherapists/counselling therapists,
2021,Manitoba,Psychotherapists/counselling therapists,0.0
2021,Manitoba,Infirmières autorisées,950.2
2021,Manitoba,Infirmières psychiatriques autorisées,80.4
2021,Manitoba,Personnel infirmier réglementé,1317.3
2021,Manitoba,Inhalothérapeutes,27.0
2021,Manitoba,Travailleurs sociaux,189.0
2021,Manitoba,Spécialistes,107.7
2021,Manitoba,Orthophonistes,30.2
2015,Nouveau-Brunswick,Audiologistes,9.9
2015,Nouveau-Brunswick,Chiropraticiens,10.3
2015,Nouveau-Brunswick,Assistants dentaires,71.0
2015,Nouveau-Brunswick,Hygiénistes dentaires,63.3
