Year,Géographie,Type de famille économique,Niveau de sécurité alimentaire du ménage,GeoCode,Value
2018,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire,10,10.9
2018,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales,Sécurité alimentaire,10,52.7
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales,Insécurité alimentaire,10,47.3
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales,Insécurité alimentaire modérée ou grave,10,37.5
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales,Insécurité alimentaire modérée,10,26.0
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant un homme à leur tête,Sécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire,10,
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire modérée ou grave,10,
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant un homme à leur tête,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant une femme à leur tête,Sécurité alimentaire,10,52.5
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire,10,47.5
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire modérée ou grave,10,36.1
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire modérée,10,22.6
2018,Terre-Neuve-et-Labrador,Personnes dans les familles monoparentales ayant une femme à leur tête,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes non âgées,Sécurité alimentaire,10,70.7
2018,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire,10,29.3
2018,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire marginale,10,10.8
2018,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire modérée ou grave,10,18.5
2018,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire modérée,10,10.6
2018,Terre-Neuve-et-Labrador,Personnes dans les autres familles de personnes non âgées,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,Personnes hors famille économique,Sécurité alimentaire,10,77.1
2018,Terre-Neuve-et-Labrador,Personnes hors famille économique,Insécurité alimentaire,10,22.9
2018,Terre-Neuve-et-Labrador,Personnes hors famille économique,Insécurité alimentaire marginale,10,4.3
2018,Terre-Neuve-et-Labrador,Personnes hors famille économique,Insécurité alimentaire modérée ou grave,10,18.6
2018,Terre-Neuve-et-Labrador,Personnes hors famille économique,Insécurité alimentaire modérée,10,11.8
2018,Terre-Neuve-et-Labrador,Personnes hors famille économique,Insécurité alimentaire grave,10,6.8
2018,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,Sécurité alimentaire,10,82.9
2018,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,Insécurité alimentaire,10,17.1
2018,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,Insécurité alimentaire marginale,10,4.8
2018,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,Insécurité alimentaire modérée ou grave,10,12.3
2018,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,Insécurité alimentaire modérée,10,9.7
2018,Terre-Neuve-et-Labrador,Personnes âgées hors famille économique,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,Hommes âgés hors famille économique,Sécurité alimentaire,10,77.7
2018,Terre-Neuve-et-Labrador,Hommes âgés hors famille économique,Insécurité alimentaire,10,22.3
2018,Terre-Neuve-et-Labrador,Hommes âgés hors famille économique,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,Hommes âgés hors famille économique,Insécurité alimentaire modérée ou grave,10,14.3
2018,Terre-Neuve-et-Labrador,Hommes âgés hors famille économique,Insécurité alimentaire modérée,10,
2018,Terre-Neuve-et-Labrador,Hommes âgés hors famille économique,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,Femmes âgées hors famille économique,Sécurité alimentaire,10,86.0
2018,Terre-Neuve-et-Labrador,Femmes âgées hors famille économique,Insécurité alimentaire,10,14.0
2018,Terre-Neuve-et-Labrador,Femmes âgées hors famille économique,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,Femmes âgées hors famille économique,Insécurité alimentaire modérée ou grave,10,11.0
2018,Terre-Neuve-et-Labrador,Femmes âgées hors famille économique,Insécurité alimentaire modérée,10,7.9
2018,Terre-Neuve-et-Labrador,Femmes âgées hors famille économique,Insécurité alimentaire grave,10,
2018,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,Sécurité alimentaire,10,73.9
2018,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,Insécurité alimentaire,10,26.1
2018,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,Insécurité alimentaire marginale,10,4.0
2018,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,10,22.1
2018,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,Insécurité alimentaire modérée,10,13.0
2018,Terre-Neuve-et-Labrador,Personnes non âgées hors famille économique,Insécurité alimentaire grave,10,9.1
2018,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,Sécurité alimentaire,10,77.6
2018,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,Insécurité alimentaire,10,22.4
2018,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,Insécurité alimentaire modérée ou grave,10,19.0
2018,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,Insécurité alimentaire modérée,10,11.8
2018,Terre-Neuve-et-Labrador,Hommes non âgés hors famille économique,Insécurité alimentaire grave,10,7.2
2018,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,Sécurité alimentaire,10,68.5
2018,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,Insécurité alimentaire,10,31.5
2018,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,Insécurité alimentaire marginale,10,
2018,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,Insécurité alimentaire modérée ou grave,10,26.5
2018,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,Insécurité alimentaire modérée,10,14.7
2018,Terre-Neuve-et-Labrador,Femmes non âgées hors famille économique,Insécurité alimentaire grave,10,11.8
2018,Île-du-Prince-Édouard,Toutes les personnes,Sécurité alimentaire,11,82.7
2018,Île-du-Prince-Édouard,Toutes les personnes,Insécurité alimentaire,11,17.3
2018,Île-du-Prince-Édouard,Toutes les personnes,Insécurité alimentaire marginale,11,5.0
2018,Île-du-Prince-Édouard,Toutes les personnes,Insécurité alimentaire modérée ou grave,11,12.3
2018,Île-du-Prince-Édouard,Toutes les personnes,Insécurité alimentaire modérée,11,7.4
2018,Île-du-Prince-Édouard,Toutes les personnes,Insécurité alimentaire grave,11,4.9
2018,Île-du-Prince-Édouard,Personnes dans les familles économiques,Sécurité alimentaire,11,83.6
2018,Île-du-Prince-Édouard,Personnes dans les familles économiques,Insécurité alimentaire,11,16.4
2018,Île-du-Prince-Édouard,Personnes dans les familles économiques,Insécurité alimentaire marginale,11,4.7
2018,Île-du-Prince-Édouard,Personnes dans les familles économiques,Insécurité alimentaire modérée ou grave,11,11.7
2018,Île-du-Prince-Édouard,Personnes dans les familles économiques,Insécurité alimentaire modérée,11,7.6
2018,Île-du-Prince-Édouard,Personnes dans les familles économiques,Insécurité alimentaire grave,11,4.1
2018,Île-du-Prince-Édouard,Personnes dans les familles de personnes âgées,Sécurité alimentaire,11,92.9
2018,Île-du-Prince-Édouard,Personnes dans les familles de personnes âgées,Insécurité alimentaire,11,
2018,Île-du-Prince-Édouard,Personnes dans les familles de personnes âgées,Insécurité alimentaire marginale,11,
2018,Île-du-Prince-Édouard,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée ou grave,11,
2018,Île-du-Prince-Édouard,Personnes dans les familles de personnes âgées,Insécurité alimentaire modérée,11,
2018,Île-du-Prince-Édouard,Personnes dans les familles de personnes âgées,Insécurité alimentaire grave,11,
2018,Île-du-Prince-Édouard,Personnes dans les couples de personnes âgées,Sécurité alimentaire,11,97.7
2018,Île-du-Prince-Édouard,Personnes dans les couples de personnes âgées,Insécurité alimentaire,11,
2018,Île-du-Prince-Édouard,Personnes dans les couples de personnes âgées,Insécurité alimentaire marginale,11,
2018,Île-du-Prince-Édouard,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée ou grave,11,
2018,Île-du-Prince-Édouard,Personnes dans les couples de personnes âgées,Insécurité alimentaire modérée,11,
2018,Île-du-Prince-Édouard,Personnes dans les couples de personnes âgées,Insécurité alimentaire grave,11,
2018,Île-du-Prince-Édouard,Personnes dans les autres familles de personnes âgées,Sécurité alimentaire,11,82.5
2018,Île-du-Prince-Édouard,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire,11,
2018,Île-du-Prince-Édouard,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire marginale,11,
2018,Île-du-Prince-Édouard,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée ou grave,11,
2018,Île-du-Prince-Édouard,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire modérée,11,
2018,Île-du-Prince-Édouard,Personnes dans les autres familles de personnes âgées,Insécurité alimentaire grave,11,
2018,Île-du-Prince-Édouard,Personnes dans les familles non âgées,Sécurité alimentaire,11,81.7
2018,Île-du-Prince-Édouard,Personnes dans les familles non âgées,Insécurité alimentaire,11,18.3
2018,Île-du-Prince-Édouard,Personnes dans les familles non âgées,Insécurité alimentaire marginale,11,5.0
2018,Île-du-Prince-Édouard,Personnes dans les familles non âgées,Insécurité alimentaire modérée ou grave,11,13.3
2018,Île-du-Prince-Édouard,Personnes dans les familles non âgées,Insécurité alimentaire modérée,11,8.8
2018,Île-du-Prince-Édouard,Personnes dans les familles non âgées,Insécurité alimentaire grave,11,4.5
2018,Île-du-Prince-Édouard,Personnes dans les couples,Sécurité alimentaire,11,87.1
2018,Île-du-Prince-Édouard,Personnes dans les couples,Insécurité alimentaire,11,12.9
2018,Île-du-Prince-Édouard,Personnes dans les couples,Insécurité alimentaire marginale,11,
2018,Île-du-Prince-Édouard,Personnes dans les couples,Insécurité alimentaire modérée ou grave,11,11.1
2018,Île-du-Prince-Édouard,Personnes dans les couples,Insécurité alimentaire modérée,11,6.8
2018,Île-du-Prince-Édouard,Personnes dans les couples,Insécurité alimentaire grave,11,4.3
2018,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec des enfants,Sécurité alimentaire,11,83.1
2018,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire,11,16.9
2018,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire marginale,11,5.3
2018,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée ou grave,11,11.6
2018,Île-du-Prince-Édouard,Personnes dans les familles comptant un couple avec des enfants,Insécurité alimentaire modérée,11,7.3
