Year,Géographie,Groupe d'âge,"Type d'institution fréquentée
",GeoCode,Value
2015/2016,Saskatchewan,30 à 34 ans,École primaire et/ou secondaire,47,
2015/2016,Saskatchewan,30 à 34 ans,Collège,47,1.0
2015/2016,Saskatchewan,30 à 34 ans,Université,47,3.0
2015/2016,Alberta,30 à 34 ans,Total taux de participation,48,6.0
2015/2016,Alberta,30 à 34 ans,École primaire et/ou secondaire,48,
2015/2016,Alberta,30 à 34 ans,Collège,48,2.0
2015/2016,Alberta,30 à 34 ans,Université,48,4.0
2015/2016,Colombie-Britannique,30 à 34 ans,Total taux de participation,59,6.0
2015/2016,Colombie-Britannique,30 à 34 ans,École primaire et/ou secondaire,59,
2015/2016,Colombie-Britannique,30 à 34 ans,Collège,59,2.0
2015/2016,Colombie-Britannique,30 à 34 ans,Université,59,4.0
2015/2016,Yukon,30 à 34 ans,Total taux de participation,60,8.0
2015/2016,Yukon,30 à 34 ans,École primaire et/ou secondaire,60,
2015/2016,Yukon,30 à 34 ans,Collège,60,
2015/2016,Yukon,30 à 34 ans,Université,60,
2015/2016,Territoires du Nord-Ouest,30 à 34 ans,Total taux de participation,61,
2015/2016,Territoires du Nord-Ouest,30 à 34 ans,École primaire et/ou secondaire,61,
2015/2016,Territoires du Nord-Ouest,30 à 34 ans,Collège,61,
2015/2016,Territoires du Nord-Ouest,30 à 34 ans,Université,61,
2015/2016,Nunavut,30 à 34 ans,Total taux de participation,62,
2015/2016,Nunavut,30 à 34 ans,École primaire et/ou secondaire,62,
2015/2016,Nunavut,30 à 34 ans,Collège,62,
2015/2016,Nunavut,30 à 34 ans,Université,62,
2016/2017,Canada,30 à 34 ans,Total taux de participation,,6.0
2016/2017,Canada,30 à 34 ans,École primaire et/ou secondaire,,0.0
2016/2017,Canada,30 à 34 ans,Collège,,2.0
2016/2017,Canada,30 à 34 ans,Université,,4.0
2016/2017,Terre-Neuve-et-Labrador,30 à 34 ans,Total taux de participation,10,6.0
2016/2017,Terre-Neuve-et-Labrador,30 à 34 ans,École primaire et/ou secondaire,10,
2016/2017,Terre-Neuve-et-Labrador,30 à 34 ans,Collège,10,2.0
2016/2017,Terre-Neuve-et-Labrador,30 à 34 ans,Université,10,4.0
2016/2017,Île-du-Prince-Édouard,30 à 34 ans,Total taux de participation,11,6.0
2016/2017,Île-du-Prince-Édouard,30 à 34 ans,Collège,11,
2016/2017,Île-du-Prince-Édouard,30 à 34 ans,Université,11,4.0
2016/2017,Nouvelle-Écosse,30 à 34 ans,Total taux de participation,12,7.0
2016/2017,Nouvelle-Écosse,30 à 34 ans,École primaire et/ou secondaire,12,
2016/2017,Nouvelle-Écosse,30 à 34 ans,Collège,12,3.0
2016/2017,Nouvelle-Écosse,30 à 34 ans,Université,12,4.0
2016/2017,Nouveau-Brunswick,30 à 34 ans,Total taux de participation,13,2.0
2016/2017,Nouveau-Brunswick,30 à 34 ans,Collège,13,
2016/2017,Nouveau-Brunswick,30 à 34 ans,Université,13,1.0
2016/2017,Québec,30 à 34 ans,Total taux de participation,24,8.0
2016/2017,Québec,30 à 34 ans,École primaire et/ou secondaire,24,0.0
2016/2017,Québec,30 à 34 ans,Collège,24,2.0
2016/2017,Québec,30 à 34 ans,Université,24,6.0
2016/2017,Ontario,30 à 34 ans,Total taux de participation,35,5.0
2016/2017,Ontario,30 à 34 ans,École primaire et/ou secondaire,35,
2016/2017,Ontario,30 à 34 ans,Collège,35,2.0
2016/2017,Ontario,30 à 34 ans,Université,35,3.0
2016/2017,Manitoba,30 à 34 ans,Total taux de participation,46,8.0
2016/2017,Manitoba,30 à 34 ans,École primaire et/ou secondaire,46,
2016/2017,Manitoba,30 à 34 ans,Collège,46,2.0
2016/2017,Manitoba,30 à 34 ans,Université,46,5.0
2016/2017,Saskatchewan,30 à 34 ans,Total taux de participation,47,5.0
2016/2017,Saskatchewan,30 à 34 ans,École primaire et/ou secondaire,47,
2016/2017,Saskatchewan,30 à 34 ans,Collège,47,2.0
2016/2017,Saskatchewan,30 à 34 ans,Université,47,3.0
2016/2017,Alberta,30 à 34 ans,Total taux de participation,48,5.0
2016/2017,Alberta,30 à 34 ans,École primaire et/ou secondaire,48,
2016/2017,Alberta,30 à 34 ans,Collège,48,2.0
2016/2017,Alberta,30 à 34 ans,Université,48,3.0
2016/2017,Colombie-Britannique,30 à 34 ans,Total taux de participation,59,6.0
2016/2017,Colombie-Britannique,30 à 34 ans,École primaire et/ou secondaire,59,
2016/2017,Colombie-Britannique,30 à 34 ans,Collège,59,2.0
2016/2017,Colombie-Britannique,30 à 34 ans,Université,59,4.0
2016/2017,Yukon,30 à 34 ans,Total taux de participation,60,
2016/2017,Yukon,30 à 34 ans,Collège,60,
2016/2017,Yukon,30 à 34 ans,Université,60,
2016/2017,Territoires du Nord-Ouest,30 à 34 ans,Total taux de participation,61,
2016/2017,Territoires du Nord-Ouest,30 à 34 ans,École primaire et/ou secondaire,61,
2016/2017,Territoires du Nord-Ouest,30 à 34 ans,Collège,61,
2016/2017,Territoires du Nord-Ouest,30 à 34 ans,Université,61,
2016/2017,Nunavut,30 à 34 ans,Total taux de participation,62,
2016/2017,Nunavut,30 à 34 ans,Collège,62,
2016/2017,Nunavut,30 à 34 ans,Université,62,
2017/2018,Canada,30 à 34 ans,Total taux de participation,,6.0
2017/2018,Canada,30 à 34 ans,École primaire et/ou secondaire,,0.0
2017/2018,Canada,30 à 34 ans,Collège,,2.0
2017/2018,Canada,30 à 34 ans,Université,,3.0
2017/2018,Terre-Neuve-et-Labrador,30 à 34 ans,Total taux de participation,10,6.0
2017/2018,Terre-Neuve-et-Labrador,30 à 34 ans,École primaire et/ou secondaire,10,
2017/2018,Terre-Neuve-et-Labrador,30 à 34 ans,Collège,10,
2017/2018,Terre-Neuve-et-Labrador,30 à 34 ans,Université,10,4.0
2017/2018,Île-du-Prince-Édouard,30 à 34 ans,Total taux de participation,11,6.0
2017/2018,Île-du-Prince-Édouard,30 à 34 ans,Collège,11,
2017/2018,Île-du-Prince-Édouard,30 à 34 ans,Université,11,5.0
2017/2018,Nouvelle-Écosse,30 à 34 ans,Total taux de participation,12,6.0
2017/2018,Nouvelle-Écosse,30 à 34 ans,École primaire et/ou secondaire,12,
2017/2018,Nouvelle-Écosse,30 à 34 ans,Collège,12,2.0
2017/2018,Nouvelle-Écosse,30 à 34 ans,Université,12,4.0
2017/2018,Nouveau-Brunswick,30 à 34 ans,Total taux de participation,13,4.0
2017/2018,Nouveau-Brunswick,30 à 34 ans,École primaire et/ou secondaire,13,
2017/2018,Nouveau-Brunswick,30 à 34 ans,Collège,13,2.0
2017/2018,Nouveau-Brunswick,30 à 34 ans,Université,13,2.0
2017/2018,Québec,30 à 34 ans,Total taux de participation,24,8.0
2017/2018,Québec,30 à 34 ans,École primaire et/ou secondaire,24,1.0
2017/2018,Québec,30 à 34 ans,Collège,24,2.0
2017/2018,Québec,30 à 34 ans,Université,24,6.0
2017/2018,Ontario,30 à 34 ans,Total taux de participation,35,5.0
2017/2018,Ontario,30 à 34 ans,École primaire et/ou secondaire,35,0.0
2017/2018,Ontario,30 à 34 ans,Collège,35,2.0
2017/2018,Ontario,30 à 34 ans,Université,35,2.0
2017/2018,Manitoba,30 à 34 ans,Total taux de participation,46,5.0
2017/2018,Manitoba,30 à 34 ans,École primaire et/ou secondaire,46,
2017/2018,Manitoba,30 à 34 ans,Collège,46,2.0
2017/2018,Manitoba,30 à 34 ans,Université,46,3.0
2017/2018,Saskatchewan,30 à 34 ans,Total taux de participation,47,5.0
2017/2018,Saskatchewan,30 à 34 ans,École primaire et/ou secondaire,47,
2017/2018,Saskatchewan,30 à 34 ans,Collège,47,1.0
2017/2018,Saskatchewan,30 à 34 ans,Université,47,3.0
2017/2018,Alberta,30 à 34 ans,Total taux de participation,48,6.0
2017/2018,Alberta,30 à 34 ans,École primaire et/ou secondaire,48,
2017/2018,Alberta,30 à 34 ans,Collège,48,2.0
2017/2018,Alberta,30 à 34 ans,Université,48,3.0
2017/2018,Colombie-Britannique,30 à 34 ans,Total taux de participation,59,6.0
2017/2018,Colombie-Britannique,30 à 34 ans,École primaire et/ou secondaire,59,
2017/2018,Colombie-Britannique,30 à 34 ans,Collège,59,3.0
2017/2018,Colombie-Britannique,30 à 34 ans,Université,59,3.0
2017/2018,Yukon,30 à 34 ans,Total taux de participation,60,
2017/2018,Yukon,30 à 34 ans,École primaire et/ou secondaire,60,
2017/2018,Yukon,30 à 34 ans,Collège,60,
2017/2018,Yukon,30 à 34 ans,Université,60,
2017/2018,Territoires du Nord-Ouest,30 à 34 ans,Total taux de participation,61,
2017/2018,Territoires du Nord-Ouest,30 à 34 ans,Collège,61,
2017/2018,Territoires du Nord-Ouest,30 à 34 ans,Université,61,
2017/2018,Nunavut,30 à 34 ans,Total taux de participation,62,
2017/2018,Nunavut,30 à 34 ans,Collège,62,
2017/2018,Nunavut,30 à 34 ans,Université,62,
2018/2019,Canada,30 à 34 ans,Total taux de participation,,6.0
2018/2019,Canada,30 à 34 ans,École primaire et/ou secondaire,,0.0
2018/2019,Canada,30 à 34 ans,Collège,,2.0
2018/2019,Canada,30 à 34 ans,Université,,4.0
2018/2019,Terre-Neuve-et-Labrador,30 à 34 ans,Total taux de participation,10,8.0
2018/2019,Terre-Neuve-et-Labrador,30 à 34 ans,Collège,10,2.0
2018/2019,Terre-Neuve-et-Labrador,30 à 34 ans,Université,10,6.0
2018/2019,Île-du-Prince-Édouard,30 à 34 ans,Total taux de participation,11,4.0
2018/2019,Île-du-Prince-Édouard,30 à 34 ans,Collège,11,
2018/2019,Île-du-Prince-Édouard,30 à 34 ans,Université,11,3.0
2018/2019,Nouvelle-Écosse,30 à 34 ans,Total taux de participation,12,7.0
2018/2019,Nouvelle-Écosse,30 à 34 ans,École primaire et/ou secondaire,12,
2018/2019,Nouvelle-Écosse,30 à 34 ans,Collège,12,2.0
2018/2019,Nouvelle-Écosse,30 à 34 ans,Université,12,5.0
2018/2019,Nouveau-Brunswick,30 à 34 ans,Total taux de participation,13,4.0
2018/2019,Nouveau-Brunswick,30 à 34 ans,École primaire et/ou secondaire,13,
2018/2019,Nouveau-Brunswick,30 à 34 ans,Collège,13,
2018/2019,Nouveau-Brunswick,30 à 34 ans,Université,13,3.0
2018/2019,Québec,30 à 34 ans,Total taux de participation,24,9.0
2018/2019,Québec,30 à 34 ans,École primaire et/ou secondaire,24,0.0
2018/2019,Québec,30 à 34 ans,Collège,24,2.0
2018/2019,Québec,30 à 34 ans,Université,24,6.0
2018/2019,Ontario,30 à 34 ans,Total taux de participation,35,5.0
2018/2019,Ontario,30 à 34 ans,École primaire et/ou secondaire,35,0.0
2018/2019,Ontario,30 à 34 ans,Collège,35,2.0
2018/2019,Ontario,30 à 34 ans,Université,35,3.0
2018/2019,Manitoba,30 à 34 ans,Total taux de participation,46,6.0
2018/2019,Manitoba,30 à 34 ans,École primaire et/ou secondaire,46,
2018/2019,Manitoba,30 à 34 ans,Collège,46,2.0
2018/2019,Manitoba,30 à 34 ans,Université,46,4.0
2018/2019,Saskatchewan,30 à 34 ans,Total taux de participation,47,6.0
2018/2019,Saskatchewan,30 à 34 ans,École primaire et/ou secondaire,47,
2018/2019,Saskatchewan,30 à 34 ans,Collège,47,2.0
2018/2019,Saskatchewan,30 à 34 ans,Université,47,4.0
2018/2019,Alberta,30 à 34 ans,Total taux de participation,48,5.0
2018/2019,Alberta,30 à 34 ans,École primaire et/ou secondaire,48,
2018/2019,Alberta,30 à 34 ans,Collège,48,2.0
2018/2019,Alberta,30 à 34 ans,Université,48,3.0
2018/2019,Colombie-Britannique,30 à 34 ans,Total taux de participation,59,6.0
2018/2019,Colombie-Britannique,30 à 34 ans,École primaire et/ou secondaire,59,
2018/2019,Colombie-Britannique,30 à 34 ans,Collège,59,3.0
2018/2019,Colombie-Britannique,30 à 34 ans,Université,59,4.0
2018/2019,Yukon,30 à 34 ans,Total taux de participation,60,
2018/2019,Yukon,30 à 34 ans,Collège,60,
2018/2019,Yukon,30 à 34 ans,Université,60,
2018/2019,Territoires du Nord-Ouest,30 à 34 ans,Total taux de participation,61,5.0
2018/2019,Territoires du Nord-Ouest,30 à 34 ans,École primaire et/ou secondaire,61,
2018/2019,Territoires du Nord-Ouest,30 à 34 ans,Collège,61,
2018/2019,Territoires du Nord-Ouest,30 à 34 ans,Université,61,
2018/2019,Nunavut,30 à 34 ans,Total taux de participation,62,
2018/2019,Nunavut,30 à 34 ans,École primaire et/ou secondaire,62,
2018/2019,Nunavut,30 à 34 ans,Collège,62,
2018/2019,Nunavut,30 à 34 ans,Université,62,
2019/2020,Canada,30 à 34 ans,Total taux de participation,,6.0
2019/2020,Canada,30 à 34 ans,École primaire et/ou secondaire,,0.0
2019/2020,Canada,30 à 34 ans,Collège,,2.0
2019/2020,Canada,30 à 34 ans,Université,,4.0
2019/2020,Terre-Neuve-et-Labrador,30 à 34 ans,Total taux de participation,10,8.0
2019/2020,Terre-Neuve-et-Labrador,30 à 34 ans,Collège,10,2.0
2019/2020,Terre-Neuve-et-Labrador,30 à 34 ans,Université,10,6.0
2019/2020,Île-du-Prince-Édouard,30 à 34 ans,Total taux de participation,11,6.0
2019/2020,Île-du-Prince-Édouard,30 à 34 ans,Collège,11,3.0
2019/2020,Île-du-Prince-Édouard,30 à 34 ans,Université,11,4.0
2019/2020,Nouvelle-Écosse,30 à 34 ans,Total taux de participation,12,4.0
2019/2020,Nouvelle-Écosse,30 à 34 ans,École primaire et/ou secondaire,12,
2019/2020,Nouvelle-Écosse,30 à 34 ans,Collège,12,1.0
2019/2020,Nouvelle-Écosse,30 à 34 ans,Université,12,3.0
2019/2020,Nouveau-Brunswick,30 à 34 ans,Total taux de participation,13,5.0
2019/2020,Nouveau-Brunswick,30 à 34 ans,Collège,13,2.0
2019/2020,Nouveau-Brunswick,30 à 34 ans,Université,13,3.0
2019/2020,Québec,30 à 34 ans,Total taux de participation,24,7.0
2019/2020,Québec,30 à 34 ans,École primaire et/ou secondaire,24,0.0
2019/2020,Québec,30 à 34 ans,Collège,24,2.0
2019/2020,Québec,30 à 34 ans,Université,24,5.0
2019/2020,Ontario,30 à 34 ans,Total taux de participation,35,5.0
2019/2020,Ontario,30 à 34 ans,École primaire et/ou secondaire,35,0.0
2019/2020,Ontario,30 à 34 ans,Collège,35,2.0
2019/2020,Ontario,30 à 34 ans,Université,35,3.0
2019/2020,Manitoba,30 à 34 ans,Total taux de participation,46,6.0
2019/2020,Manitoba,30 à 34 ans,École primaire et/ou secondaire,46,
2019/2020,Manitoba,30 à 34 ans,Collège,46,1.0
2019/2020,Manitoba,30 à 34 ans,Université,46,4.0
2019/2020,Saskatchewan,30 à 34 ans,Total taux de participation,47,6.0
2019/2020,Saskatchewan,30 à 34 ans,École primaire et/ou secondaire,47,
2019/2020,Saskatchewan,30 à 34 ans,Collège,47,2.0
2019/2020,Saskatchewan,30 à 34 ans,Université,47,4.0
2019/2020,Alberta,30 à 34 ans,Total taux de participation,48,6.0
2019/2020,Alberta,30 à 34 ans,École primaire et/ou secondaire,48,
2019/2020,Alberta,30 à 34 ans,Collège,48,1.0
2019/2020,Alberta,30 à 34 ans,Université,48,4.0
2019/2020,Colombie-Britannique,30 à 34 ans,Total taux de participation,59,6.0
2019/2020,Colombie-Britannique,30 à 34 ans,École primaire et/ou secondaire,59,
2019/2020,Colombie-Britannique,30 à 34 ans,Collège,59,2.0
2019/2020,Colombie-Britannique,30 à 34 ans,Université,59,4.0
2019/2020,Yukon,30 à 34 ans,Total taux de participation,60,
2019/2020,Yukon,30 à 34 ans,Collège,60,
2019/2020,Yukon,30 à 34 ans,Université,60,
2019/2020,Territoires du Nord-Ouest,30 à 34 ans,Total taux de participation,61,
2019/2020,Territoires du Nord-Ouest,30 à 34 ans,Collège,61,
2019/2020,Territoires du Nord-Ouest,30 à 34 ans,Université,61,
2019/2020,Nunavut,30 à 34 ans,Total taux de participation,62,
2019/2020,Nunavut,30 à 34 ans,Collège,62,
2019/2020,Nunavut,30 à 34 ans,Université,62,
2020/2021,Canada,30 à 34 ans,Total taux de participation,,6.0
2020/2021,Canada,30 à 34 ans,École primaire et/ou secondaire,,0.0
2020/2021,Canada,30 à 34 ans,Collège,,2.0
2020/2021,Canada,30 à 34 ans,Université,,4.0
2020/2021,Terre-Neuve-et-Labrador,30 à 34 ans,Total taux de participation,10,7.0
2020/2021,Terre-Neuve-et-Labrador,30 à 34 ans,Collège,10,2.0
2020/2021,Terre-Neuve-et-Labrador,30 à 34 ans,Université,10,5.0
2020/2021,Île-du-Prince-Édouard,30 à 34 ans,Total taux de participation,11,6.0
2020/2021,Île-du-Prince-Édouard,30 à 34 ans,Collège,11,3.0
2020/2021,Île-du-Prince-Édouard,30 à 34 ans,Université,11,3.0
2020/2021,Nouvelle-Écosse,30 à 34 ans,Total taux de participation,12,5.0
2020/2021,Nouvelle-Écosse,30 à 34 ans,Collège,12,2.0
2020/2021,Nouvelle-Écosse,30 à 34 ans,Université,12,3.0
2020/2021,Nouveau-Brunswick,30 à 34 ans,Total taux de participation,13,5.0
2020/2021,Nouveau-Brunswick,30 à 34 ans,École primaire et/ou secondaire,13,
2020/2021,Nouveau-Brunswick,30 à 34 ans,Collège,13,2.0
2020/2021,Nouveau-Brunswick,30 à 34 ans,Université,13,3.0
2020/2021,Québec,30 à 34 ans,Total taux de participation,24,10.0
2020/2021,Québec,30 à 34 ans,École primaire et/ou secondaire,24,1.0
2020/2021,Québec,30 à 34 ans,Collège,24,2.0
2020/2021,Québec,30 à 34 ans,Université,24,7.0
2020/2021,Ontario,30 à 34 ans,Total taux de participation,35,5.0
2020/2021,Ontario,30 à 34 ans,École primaire et/ou secondaire,35,0.0
2020/2021,Ontario,30 à 34 ans,Collège,35,2.0
2020/2021,Ontario,30 à 34 ans,Université,35,3.0
2020/2021,Manitoba,30 à 34 ans,Total taux de participation,46,5.0
2020/2021,Manitoba,30 à 34 ans,École primaire et/ou secondaire,46,
2020/2021,Manitoba,30 à 34 ans,Collège,46,2.0
2020/2021,Manitoba,30 à 34 ans,Université,46,3.0
2020/2021,Saskatchewan,30 à 34 ans,Total taux de participation,47,4.0
2020/2021,Saskatchewan,30 à 34 ans,École primaire et/ou secondaire,47,
2020/2021,Saskatchewan,30 à 34 ans,Collège,47,1.0
2020/2021,Saskatchewan,30 à 34 ans,Université,47,3.0
2020/2021,Alberta,30 à 34 ans,Total taux de participation,48,5.0
2020/2021,Alberta,30 à 34 ans,École primaire et/ou secondaire,48,
2020/2021,Alberta,30 à 34 ans,Collège,48,2.0
2020/2021,Alberta,30 à 34 ans,Université,48,3.0
2020/2021,Colombie-Britannique,30 à 34 ans,Total taux de participation,59,6.0
2020/2021,Colombie-Britannique,30 à 34 ans,École primaire et/ou secondaire,59,
2020/2021,Colombie-Britannique,30 à 34 ans,Collège,59,2.0
2020/2021,Colombie-Britannique,30 à 34 ans,Université,59,3.0
2020/2021,Yukon,30 à 34 ans,Total taux de participation,60,7.0
2020/2021,Yukon,30 à 34 ans,Collège,60,
2020/2021,Yukon,30 à 34 ans,Université,60,7.0
2020/2021,Territoires du Nord-Ouest,30 à 34 ans,Total taux de participation,61,
2020/2021,Territoires du Nord-Ouest,30 à 34 ans,École primaire et/ou secondaire,61,
2020/2021,Territoires du Nord-Ouest,30 à 34 ans,Collège,61,
2020/2021,Territoires du Nord-Ouest,30 à 34 ans,Université,61,
2020/2021,Nunavut,30 à 34 ans,Total taux de participation,62,
2020/2021,Nunavut,30 à 34 ans,École primaire et/ou secondaire,62,
2020/2021,Nunavut,30 à 34 ans,Collège,62,
2020/2021,Nunavut,30 à 34 ans,Université,62,
2021/2022,Canada,30 à 34 ans,Total taux de participation,,6.0
2021/2022,Canada,30 à 34 ans,École primaire et/ou secondaire,,0.0
2021/2022,Canada,30 à 34 ans,Collège,,2.0
2021/2022,Canada,30 à 34 ans,Université,,4.0
2021/2022,Terre-Neuve-et-Labrador,30 à 34 ans,Total taux de participation,10,7.0
2021/2022,Terre-Neuve-et-Labrador,30 à 34 ans,Collège,10,
2021/2022,Terre-Neuve-et-Labrador,30 à 34 ans,Université,10,5.0
2021/2022,Île-du-Prince-Édouard,30 à 34 ans,Total taux de participation,11,6.0
2021/2022,Île-du-Prince-Édouard,30 à 34 ans,Collège,11,3.0
2021/2022,Île-du-Prince-Édouard,30 à 34 ans,Université,11,3.0
2021/2022,Nouvelle-Écosse,30 à 34 ans,Total taux de participation,12,6.0
2021/2022,Nouvelle-Écosse,30 à 34 ans,Collège,12,2.0
2021/2022,Nouvelle-Écosse,30 à 34 ans,Université,12,4.0
2021/2022,Nouveau-Brunswick,30 à 34 ans,Total taux de participation,13,6.0
2021/2022,Nouveau-Brunswick,30 à 34 ans,École primaire et/ou secondaire,13,
2021/2022,Nouveau-Brunswick,30 à 34 ans,Collège,13,2.0
2021/2022,Nouveau-Brunswick,30 à 34 ans,Université,13,3.0
2021/2022,Québec,30 à 34 ans,Total taux de participation,24,9.0
2021/2022,Québec,30 à 34 ans,École primaire et/ou secondaire,24,
2021/2022,Québec,30 à 34 ans,Collège,24,2.0
2021/2022,Québec,30 à 34 ans,Université,24,6.0
2021/2022,Ontario,30 à 34 ans,Total taux de participation,35,5.0
2021/2022,Ontario,30 à 34 ans,École primaire et/ou secondaire,35,
2021/2022,Ontario,30 à 34 ans,Collège,35,2.0
2021/2022,Ontario,30 à 34 ans,Université,35,3.0
2021/2022,Manitoba,30 à 34 ans,Total taux de participation,46,7.0
2021/2022,Manitoba,30 à 34 ans,École primaire et/ou secondaire,46,
2021/2022,Manitoba,30 à 34 ans,Collège,46,2.0
2021/2022,Manitoba,30 à 34 ans,Université,46,5.0
2021/2022,Saskatchewan,30 à 34 ans,Total taux de participation,47,5.0
2021/2022,Saskatchewan,30 à 34 ans,École primaire et/ou secondaire,47,
2021/2022,Saskatchewan,30 à 34 ans,Collège,47,2.0
2021/2022,Saskatchewan,30 à 34 ans,Université,47,4.0
2021/2022,Alberta,30 à 34 ans,Total taux de participation,48,5.0
2021/2022,Alberta,30 à 34 ans,École primaire et/ou secondaire,48,
2021/2022,Alberta,30 à 34 ans,Collège,48,2.0
2021/2022,Alberta,30 à 34 ans,Université,48,3.0
2021/2022,Colombie-Britannique,30 à 34 ans,Total taux de participation,59,5.0
2021/2022,Colombie-Britannique,30 à 34 ans,École primaire et/ou secondaire,59,
2021/2022,Colombie-Britannique,30 à 34 ans,Collège,59,2.0
2021/2022,Colombie-Britannique,30 à 34 ans,Université,59,3.0
2021/2022,Yukon,30 à 34 ans,Total taux de participation,60,10.0
2021/2022,Yukon,30 à 34 ans,Collège,60,
2021/2022,Yukon,30 à 34 ans,Université,60,10.0
2021/2022,Territoires du Nord-Ouest,30 à 34 ans,Total taux de participation,61,
2021/2022,Territoires du Nord-Ouest,30 à 34 ans,École primaire et/ou secondaire,61,
2021/2022,Territoires du Nord-Ouest,30 à 34 ans,Collège,61,
2021/2022,Territoires du Nord-Ouest,30 à 34 ans,Université,61,
2021/2022,Nunavut,30 à 34 ans,Total taux de participation,62,
2021/2022,Nunavut,30 à 34 ans,Collège,62,
2021/2022,Nunavut,30 à 34 ans,Université,62,
2022/2023,Canada,30 à 34 ans,Total taux de participation,,6.0
2022/2023,Canada,30 à 34 ans,École primaire et/ou secondaire,,0.0
2022/2023,Canada,30 à 34 ans,Collège,,2.0
2022/2023,Canada,30 à 34 ans,Université,,3.0
2022/2023,Terre-Neuve-et-Labrador,30 à 34 ans,Total taux de participation,10,6.0
2022/2023,Terre-Neuve-et-Labrador,30 à 34 ans,Collège,10,2.0
2022/2023,Terre-Neuve-et-Labrador,30 à 34 ans,Université,10,4.0
2022/2023,Île-du-Prince-Édouard,30 à 34 ans,Total taux de participation,11,6.0
2022/2023,Île-du-Prince-Édouard,30 à 34 ans,Collège,11,2.0
2022/2023,Île-du-Prince-Édouard,30 à 34 ans,Université,11,4.0
2022/2023,Nouvelle-Écosse,30 à 34 ans,Total taux de participation,12,6.0
2022/2023,Nouvelle-Écosse,30 à 34 ans,Collège,12,2.0
2022/2023,Nouvelle-Écosse,30 à 34 ans,Université,12,4.0
2022/2023,Nouveau-Brunswick,30 à 34 ans,Total taux de participation,13,4.0
2022/2023,Nouveau-Brunswick,30 à 34 ans,Collège,13,2.0
2022/2023,Nouveau-Brunswick,30 à 34 ans,Université,13,2.0
2022/2023,Québec,30 à 34 ans,Total taux de participation,24,8.0
2022/2023,Québec,30 à 34 ans,École primaire et/ou secondaire,24,1.0
2022/2023,Québec,30 à 34 ans,Collège,24,2.0
2022/2023,Québec,30 à 34 ans,Université,24,6.0
2022/2023,Ontario,30 à 34 ans,Total taux de participation,35,5.0
2022/2023,Ontario,30 à 34 ans,École primaire et/ou secondaire,35,
2022/2023,Ontario,30 à 34 ans,Collège,35,3.0
2022/2023,Ontario,30 à 34 ans,Université,35,3.0
2022/2023,Manitoba,30 à 34 ans,Total taux de participation,46,6.0
2022/2023,Manitoba,30 à 34 ans,École primaire et/ou secondaire,46,
2022/2023,Manitoba,30 à 34 ans,Collège,46,2.0
2022/2023,Manitoba,30 à 34 ans,Université,46,4.0
2022/2023,Saskatchewan,30 à 34 ans,Total taux de participation,47,5.0
2022/2023,Saskatchewan,30 à 34 ans,École primaire et/ou secondaire,47,
2022/2023,Saskatchewan,30 à 34 ans,Collège,47,1.0
2022/2023,Saskatchewan,30 à 34 ans,Université,47,3.0
2022/2023,Alberta,30 à 34 ans,Total taux de participation,48,5.0
2022/2023,Alberta,30 à 34 ans,École primaire et/ou secondaire,48,
2022/2023,Alberta,30 à 34 ans,Collège,48,2.0
2022/2023,Alberta,30 à 34 ans,Université,48,2.0
2022/2023,Colombie-Britannique,30 à 34 ans,Total taux de participation,59,5.0
2022/2023,Colombie-Britannique,30 à 34 ans,École primaire et/ou secondaire,59,
2022/2023,Colombie-Britannique,30 à 34 ans,Collège,59,2.0
2022/2023,Colombie-Britannique,30 à 34 ans,Université,59,3.0
2022/2023,Yukon,30 à 34 ans,Total taux de participation,60,
2022/2023,Yukon,30 à 34 ans,Collège,60,
2022/2023,Yukon,30 à 34 ans,Université,60,
2022/2023,Territoires du Nord-Ouest,30 à 34 ans,Total taux de participation,61,
2022/2023,Territoires du Nord-Ouest,30 à 34 ans,École primaire et/ou secondaire,61,
2022/2023,Territoires du Nord-Ouest,30 à 34 ans,Collège,61,
2022/2023,Territoires du Nord-Ouest,30 à 34 ans,Université,61,
2022/2023,Nunavut,30 à 34 ans,Total taux de participation,62,
2022/2023,Nunavut,30 à 34 ans,Collège,62,
2022/2023,Nunavut,30 à 34 ans,Université,62,
