Year,Geography,Source,GeoCode,Value
1991,Saskatchewan,Buildings,47,3.3
1992,Saskatchewan,Buildings,47,3.1
1993,Saskatchewan,Buildings,47,3.6
1994,Saskatchewan,Buildings,47,3.4
1995,Saskatchewan,Buildings,47,3.3
1996,Saskatchewan,Buildings,47,3.9
1997,Saskatchewan,Buildings,47,3.3
1998,Saskatchewan,Buildings,47,3.2
1999,Saskatchewan,Buildings,47,3.6
2000,Saskatchewan,Buildings,47,3.7
2001,Saskatchewan,Buildings,47,3.6
2002,Saskatchewan,Buildings,47,4.1
2003,Saskatchewan,Buildings,47,3.7
2004,Saskatchewan,Buildings,47,3.5
2005,Saskatchewan,Buildings,47,3.4
2006,Saskatchewan,Buildings,47,3.3
2007,Saskatchewan,Buildings,47,3.1
2008,Saskatchewan,Buildings,47,3.3
2009,Saskatchewan,Buildings,47,3.7
2010,Saskatchewan,Buildings,47,3.6
2011,Saskatchewan,Buildings,47,3.4
2012,Saskatchewan,Buildings,47,3.2
2013,Saskatchewan,Buildings,47,3.4
2014,Saskatchewan,Buildings,47,3.4
2015,Saskatchewan,Buildings,47,3.3
2016,Saskatchewan,Buildings,47,3.5
2017,Saskatchewan,Buildings,47,3.7
2018,Saskatchewan,Buildings,47,4.1
2019,Saskatchewan,Buildings,47,4.3
2020,Saskatchewan,Buildings,47,3.9
2021,Saskatchewan,Buildings,47,3.9
1990,Saskatchewan,Agriculture,47,8.7
1991,Saskatchewan,Agriculture,47,8.6
1992,Saskatchewan,Agriculture,47,9.2
1993,Saskatchewan,Agriculture,47,9.7
1994,Saskatchewan,Agriculture,47,10.3
1995,Saskatchewan,Agriculture,47,10.8
1996,Saskatchewan,Agriculture,47,11.5
1997,Saskatchewan,Agriculture,47,11.7
1998,Saskatchewan,Agriculture,47,11.3
1999,Saskatchewan,Agriculture,47,11.3
2000,Saskatchewan,Agriculture,47,11.6
2001,Saskatchewan,Agriculture,47,11.1
2002,Saskatchewan,Agriculture,47,11.0
2003,Saskatchewan,Agriculture,47,12.2
2004,Saskatchewan,Agriculture,47,12.7
2005,Saskatchewan,Agriculture,47,13.5
2006,Saskatchewan,Agriculture,47,12.9
2007,Saskatchewan,Agriculture,47,13.2
2008,Saskatchewan,Agriculture,47,13.5
2009,Saskatchewan,Agriculture,47,12.7
2010,Saskatchewan,Agriculture,47,12.2
2011,Saskatchewan,Agriculture,47,12.7
2012,Saskatchewan,Agriculture,47,13.4
2013,Saskatchewan,Agriculture,47,14.5
2014,Saskatchewan,Agriculture,47,14.7
2015,Saskatchewan,Agriculture,47,15.1
2016,Saskatchewan,Agriculture,47,15.4
2017,Saskatchewan,Agriculture,47,16.2
2018,Saskatchewan,Agriculture,47,16.6
2019,Saskatchewan,Agriculture,47,16.5
2020,Saskatchewan,Agriculture,47,16.7
2021,Saskatchewan,Agriculture,47,16.3
1990,Saskatchewan,Waste,47,0.9
1991,Saskatchewan,Waste,47,0.9
1992,Saskatchewan,Waste,47,1.0
1993,Saskatchewan,Waste,47,1.0
1994,Saskatchewan,Waste,47,1.0
1995,Saskatchewan,Waste,47,1.1
1996,Saskatchewan,Waste,47,1.1
1997,Saskatchewan,Waste,47,1.1
1998,Saskatchewan,Waste,47,1.2
1999,Saskatchewan,Waste,47,1.2
2000,Saskatchewan,Waste,47,1.2
2001,Saskatchewan,Waste,47,1.2
2002,Saskatchewan,Waste,47,1.2
2003,Saskatchewan,Waste,47,1.2
2004,Saskatchewan,Waste,47,1.2
2005,Saskatchewan,Waste,47,1.2
2006,Saskatchewan,Waste,47,1.2
2007,Saskatchewan,Waste,47,1.2
2008,Saskatchewan,Waste,47,1.2
2009,Saskatchewan,Waste,47,1.2
2010,Saskatchewan,Waste,47,1.2
2011,Saskatchewan,Waste,47,1.2
2012,Saskatchewan,Waste,47,1.2
2013,Saskatchewan,Waste,47,1.2
2014,Saskatchewan,Waste,47,1.2
2015,Saskatchewan,Waste,47,1.2
2016,Saskatchewan,Waste,47,1.2
2017,Saskatchewan,Waste,47,1.2
2018,Saskatchewan,Waste,47,1.2
2019,Saskatchewan,Waste,47,1.3
2020,Saskatchewan,Waste,47,1.3
2021,Saskatchewan,Waste,47,1.3
1990,Saskatchewan,Coal Production,47,0.1
1991,Saskatchewan,Coal Production,47,0.1
1992,Saskatchewan,Coal Production,47,0.1
1993,Saskatchewan,Coal Production,47,0.1
1994,Saskatchewan,Coal Production,47,0.1
1995,Saskatchewan,Coal Production,47,0.1
1996,Saskatchewan,Coal Production,47,0.1
1997,Saskatchewan,Coal Production,47,0.1
1998,Saskatchewan,Coal Production,47,0.1
1999,Saskatchewan,Coal Production,47,0.1
2000,Saskatchewan,Coal Production,47,0.0
2001,Saskatchewan,Coal Production,47,0.0
2002,Saskatchewan,Coal Production,47,0.0
2003,Saskatchewan,Coal Production,47,0.0
2004,Saskatchewan,Coal Production,47,0.0
2005,Saskatchewan,Coal Production,47,0.0
2006,Saskatchewan,Coal Production,47,0.0
2007,Saskatchewan,Coal Production,47,0.0
2008,Saskatchewan,Coal Production,47,0.0
2009,Saskatchewan,Coal Production,47,0.0
2010,Saskatchewan,Coal Production,47,0.0
2011,Saskatchewan,Coal Production,47,0.0
2012,Saskatchewan,Coal Production,47,0.0
2013,Saskatchewan,Coal Production,47,0.0
2014,Saskatchewan,Coal Production,47,0.0
2015,Saskatchewan,Coal Production,47,0.0
2016,Saskatchewan,Coal Production,47,0.0
2017,Saskatchewan,Coal Production,47,0.0
2018,Saskatchewan,Coal Production,47,0.0
2019,Saskatchewan,Coal Production,47,0.0
2020,Saskatchewan,Coal Production,47,0.0
2021,Saskatchewan,Coal Production,47,0.0
1990,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.8
1991,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,1.3
1992,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,2.1
1993,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.6
1994,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.9
1995,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.7
1996,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,1.1
1997,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,1.0
1998,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,1.0
1999,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.9
2000,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.9
2001,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.8
2002,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.7
2003,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.5
2004,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.5
2005,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.6
2006,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.8
2007,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.9
2008,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.9
2009,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.7
2010,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.7
2011,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.8
2012,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.8
2013,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.8
2014,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,1.0
2015,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.9
2016,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.9
2017,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.8
2018,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.8
2019,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.8
2020,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.7
2021,Saskatchewan,"Light Manufacturing, Construction and Forest Resources",47,0.7
1990,Alberta,Provincial Inventory Total,48,165.5
1991,Alberta,Provincial Inventory Total,48,166.4
1992,Alberta,Provincial Inventory Total,48,173.9
1993,Alberta,Provincial Inventory Total,48,179.3
1994,Alberta,Provincial Inventory Total,48,188.6
1995,Alberta,Provincial Inventory Total,48,193.8
1996,Alberta,Provincial Inventory Total,48,200.4
1997,Alberta,Provincial Inventory Total,48,205.2
1998,Alberta,Provincial Inventory Total,48,206.3
1999,Alberta,Provincial Inventory Total,48,213.4
2000,Alberta,Provincial Inventory Total,48,222.0
2001,Alberta,Provincial Inventory Total,48,221.5
2002,Alberta,Provincial Inventory Total,48,223.0
2003,Alberta,Provincial Inventory Total,48,231.8
2004,Alberta,Provincial Inventory Total,48,230.9
2005,Alberta,Provincial Inventory Total,48,235.9
2006,Alberta,Provincial Inventory Total,48,243.7
2007,Alberta,Provincial Inventory Total,48,252.1
2008,Alberta,Provincial Inventory Total,48,250.6
2009,Alberta,Provincial Inventory Total,48,244.4
2010,Alberta,Provincial Inventory Total,48,253.3
2011,Alberta,Provincial Inventory Total,48,261.8
2012,Alberta,Provincial Inventory Total,48,270.8
2013,Alberta,Provincial Inventory Total,48,277.0
2014,Alberta,Provincial Inventory Total,48,280.3
2015,Alberta,Provincial Inventory Total,48,281.3
2016,Alberta,Provincial Inventory Total,48,267.0
2017,Alberta,Provincial Inventory Total,48,273.1
2018,Alberta,Provincial Inventory Total,48,273.7
2019,Alberta,Provincial Inventory Total,48,274.8
2020,Alberta,Provincial Inventory Total,48,254.2
2021,Alberta,Provincial Inventory Total,48,256.1
1990,Alberta,Oil and Gas,48,62.5
1991,Alberta,Oil and Gas,48,63.3
1992,Alberta,Oil and Gas,48,68.1
1993,Alberta,Oil and Gas,48,71.7
1994,Alberta,Oil and Gas,48,73.1
1995,Alberta,Oil and Gas,48,75.1
1996,Alberta,Oil and Gas,48,79.0
1997,Alberta,Oil and Gas,48,79.6
1998,Alberta,Oil and Gas,48,81.1
1999,Alberta,Oil and Gas,48,89.1
2000,Alberta,Oil and Gas,48,93.7
2001,Alberta,Oil and Gas,48,95.3
2002,Alberta,Oil and Gas,48,96.5
2003,Alberta,Oil and Gas,48,102.1
2004,Alberta,Oil and Gas,48,102.2
2005,Alberta,Oil and Gas,48,105.8
2006,Alberta,Oil and Gas,48,111.6
2007,Alberta,Oil and Gas,48,115.9
2008,Alberta,Oil and Gas,48,114.7
2009,Alberta,Oil and Gas,48,114.3
2010,Alberta,Oil and Gas,48,120.6
2011,Alberta,Oil and Gas,48,127.2
2012,Alberta,Oil and Gas,48,133.9
2013,Alberta,Oil and Gas,48,137.2
2014,Alberta,Oil and Gas,48,140.7
2015,Alberta,Oil and Gas,48,141.9
2016,Alberta,Oil and Gas,48,134.4
2017,Alberta,Oil and Gas,48,138.8
2018,Alberta,Oil and Gas,48,147.3
2019,Alberta,Oil and Gas,48,147.4
2020,Alberta,Oil and Gas,48,138.2
2021,Alberta,Oil and Gas,48,144.7
1990,Alberta,Electricity,48,39.8
1991,Alberta,Electricity,48,41.6
1992,Alberta,Electricity,48,44.7
1993,Alberta,Electricity,48,45.4
1994,Alberta,Electricity,48,48.7
1995,Alberta,Electricity,48,48.2
1996,Alberta,Electricity,48,47.5
1997,Alberta,Electricity,48,49.7
1998,Alberta,Electricity,48,49.7
1999,Alberta,Electricity,48,47.8
2000,Alberta,Electricity,48,48.8
2001,Alberta,Electricity,48,48.9
2002,Alberta,Electricity,48,48.5
2003,Alberta,Electricity,48,49.6
2004,Alberta,Electricity,48,46.6
2005,Alberta,Electricity,48,47.7
2006,Alberta,Electricity,48,47.9
2007,Alberta,Electricity,48,48.5
2008,Alberta,Electricity,48,48.3
2009,Alberta,Electricity,48,45.3
2010,Alberta,Electricity,48,44.7
2011,Alberta,Electricity,48,44.8
2012,Alberta,Electricity,48,42.5
2013,Alberta,Electricity,48,43.8
2014,Alberta,Electricity,48,44.3
2015,Alberta,Electricity,48,45.6
2016,Alberta,Electricity,48,41.6
2017,Alberta,Electricity,48,42.5
2018,Alberta,Electricity,48,31.5
2019,Alberta,Electricity,48,31.1
2020,Alberta,Electricity,48,27.3
2021,Alberta,Electricity,48,22.5
1990,Alberta,Transport,48,15.3
1991,Alberta,Transport,48,13.9
1992,Alberta,Transport,48,14.0
1993,Alberta,Transport,48,14.3
1994,Alberta,Transport,48,16.1
1995,Alberta,Transport,48,16.4
1996,Alberta,Transport,48,16.9
1997,Alberta,Transport,48,17.9
1998,Alberta,Transport,48,18.9
1999,Alberta,Transport,48,19.3
2000,Alberta,Transport,48,19.4
2001,Alberta,Transport,48,20.2
2002,Alberta,Transport,48,19.9
2003,Alberta,Transport,48,20.5
2004,Alberta,Transport,48,21.5
2005,Alberta,Transport,48,22.1
2006,Alberta,Transport,48,23.8
2007,Alberta,Transport,48,25.9
2008,Alberta,Transport,48,26.3
2009,Alberta,Transport,48,26.3
2010,Alberta,Transport,48,27.6
2011,Alberta,Transport,48,26.6
2012,Alberta,Transport,48,27.6
2013,Alberta,Transport,48,29.2
2014,Alberta,Transport,48,30.3
2015,Alberta,Transport,48,27.3
2016,Alberta,Transport,48,26.1
2017,Alberta,Transport,48,26.7
2018,Alberta,Transport,48,28.0
2019,Alberta,Transport,48,28.1
2020,Alberta,Transport,48,22.7
2021,Alberta,Transport,48,23.4
1990,Alberta,Heavy Industry,48,12.8
1991,Alberta,Heavy Industry,48,13.3
1992,Alberta,Heavy Industry,48,13.1
1993,Alberta,Heavy Industry,48,13.1
1994,Alberta,Heavy Industry,48,14.9
1995,Alberta,Heavy Industry,48,15.1
1996,Alberta,Heavy Industry,48,15.3
1997,Alberta,Heavy Industry,48,16.5
1998,Alberta,Heavy Industry,48,16.7
1999,Alberta,Heavy Industry,48,16.9
2000,Alberta,Heavy Industry,48,17.2
2001,Alberta,Heavy Industry,48,17.1
2002,Alberta,Heavy Industry,48,16.8
2003,Alberta,Heavy Industry,48,16.5
2004,Alberta,Heavy Industry,48,17.7
2005,Alberta,Heavy Industry,48,17.8
2006,Alberta,Heavy Industry,48,17.7
2007,Alberta,Heavy Industry,48,16.9
2008,Alberta,Heavy Industry,48,16.6
2009,Alberta,Heavy Industry,48,15.4
2010,Alberta,Heavy Industry,48,16.8
2011,Alberta,Heavy Industry,48,18.3
2012,Alberta,Heavy Industry,48,18.1
2013,Alberta,Heavy Industry,48,18.8
2014,Alberta,Heavy Industry,48,19.0
2015,Alberta,Heavy Industry,48,19.9
2016,Alberta,Heavy Industry,48,17.8
2017,Alberta,Heavy Industry,48,17.4
2018,Alberta,Heavy Industry,48,17.8
2019,Alberta,Heavy Industry,48,18.1
2020,Alberta,Heavy Industry,48,17.6
2021,Alberta,Heavy Industry,48,18.1
1990,Alberta,Buildings,48,12.2
1991,Alberta,Buildings,48,12.0
1992,Alberta,Buildings,48,11.4
1993,Alberta,Buildings,48,12.1
1994,Alberta,Buildings,48,12.8
1995,Alberta,Buildings,48,14.1
1996,Alberta,Buildings,48,15.5
1997,Alberta,Buildings,48,14.9
1998,Alberta,Buildings,48,14.1
1999,Alberta,Buildings,48,13.8
2000,Alberta,Buildings,48,15.7
2001,Alberta,Buildings,48,13.7
2002,Alberta,Buildings,48,15.9
2003,Alberta,Buildings,48,18.1
2004,Alberta,Buildings,48,17.3
2005,Alberta,Buildings,48,16.2
2006,Alberta,Buildings,48,16.4
2007,Alberta,Buildings,48,18.5
2008,Alberta,Buildings,48,18.3
2009,Alberta,Buildings,48,18.3
2010,Alberta,Buildings,48,18.0
2011,Alberta,Buildings,48,19.2
2012,Alberta,Buildings,48,22.8
2013,Alberta,Buildings,48,20.5
2014,Alberta,Buildings,48,19.1
2015,Alberta,Buildings,48,19.1
2016,Alberta,Buildings,48,19.4
2017,Alberta,Buildings,48,20.4
2018,Alberta,Buildings,48,21.7
2019,Alberta,Buildings,48,21.9
2020,Alberta,Buildings,48,21.0
2021,Alberta,Buildings,48,20.4
1990,Alberta,Agriculture,48,14.1
1991,Alberta,Agriculture,48,14.3
1992,Alberta,Agriculture,48,14.9
1993,Alberta,Agriculture,48,15.7
1994,Alberta,Agriculture,48,16.3
1995,Alberta,Agriculture,48,17.2
1996,Alberta,Agriculture,48,17.7
1997,Alberta,Agriculture,48,18.0
1998,Alberta,Agriculture,48,18.3
1999,Alberta,Agriculture,48,18.7
2000,Alberta,Agriculture,48,19.5
2001,Alberta,Agriculture,48,19.6
2002,Alberta,Agriculture,48,18.9
2003,Alberta,Agriculture,48,19.0
2004,Alberta,Agriculture,48,19.4
2005,Alberta,Agriculture,48,20.1
2006,Alberta,Agriculture,48,19.5
2007,Alberta,Agriculture,48,19.5
2008,Alberta,Agriculture,48,19.5
2009,Alberta,Agriculture,48,18.3
2010,Alberta,Agriculture,48,18.4
2011,Alberta,Agriculture,48,18.5
2012,Alberta,Agriculture,48,18.8
2013,Alberta,Agriculture,48,19.2
2014,Alberta,Agriculture,48,19.1
2015,Alberta,Agriculture,48,19.4
2016,Alberta,Agriculture,48,19.1
2017,Alberta,Agriculture,48,19.1
2018,Alberta,Agriculture,48,19.5
2019,Alberta,Agriculture,48,19.9
2020,Alberta,Agriculture,48,19.8
2021,Alberta,Agriculture,48,19.8
1990,Alberta,Waste,48,1.7
1991,Alberta,Waste,48,1.5
1992,Alberta,Waste,48,1.6
1993,Alberta,Waste,48,1.7
1994,Alberta,Waste,48,1.8
1995,Alberta,Waste,48,1.9
1996,Alberta,Waste,48,1.9
1997,Alberta,Waste,48,2.0
1998,Alberta,Waste,48,2.1
1999,Alberta,Waste,48,2.2
2000,Alberta,Waste,48,2.3
2001,Alberta,Waste,48,2.4
2002,Alberta,Waste,48,2.4
2003,Alberta,Waste,48,2.5
2004,Alberta,Waste,48,2.6
2005,Alberta,Waste,48,2.7
2006,Alberta,Waste,48,2.8
2007,Alberta,Waste,48,2.9
2008,Alberta,Waste,48,3.0
2009,Alberta,Waste,48,3.1
2010,Alberta,Waste,48,3.1
2011,Alberta,Waste,48,3.2
2012,Alberta,Waste,48,3.3
2013,Alberta,Waste,48,4.0
2014,Alberta,Waste,48,3.9
2015,Alberta,Waste,48,4.1
2016,Alberta,Waste,48,4.3
2017,Alberta,Waste,48,4.2
2018,Alberta,Waste,48,4.4
2019,Alberta,Waste,48,4.2
2020,Alberta,Waste,48,4.3
2021,Alberta,Waste,48,4.2
1990,Alberta,Coal Production,48,0.8
1991,Alberta,Coal Production,48,0.9
1992,Alberta,Coal Production,48,0.9
1993,Alberta,Coal Production,48,1.0
1994,Alberta,Coal Production,48,0.9
1995,Alberta,Coal Production,48,1.0
1996,Alberta,Coal Production,48,1.1
1997,Alberta,Coal Production,48,1.1
1998,Alberta,Coal Production,48,1.2
1999,Alberta,Coal Production,48,1.0
2000,Alberta,Coal Production,48,0.9
2001,Alberta,Coal Production,48,0.9
2002,Alberta,Coal Production,48,0.7
2003,Alberta,Coal Production,48,0.5
2004,Alberta,Coal Production,48,0.5
2005,Alberta,Coal Production,48,0.7
2006,Alberta,Coal Production,48,0.7
2007,Alberta,Coal Production,48,0.8
2008,Alberta,Coal Production,48,0.8
2009,Alberta,Coal Production,48,1.0
2010,Alberta,Coal Production,48,1.0
2011,Alberta,Coal Production,48,0.9
2012,Alberta,Coal Production,48,0.7
2013,Alberta,Coal Production,48,0.8
2014,Alberta,Coal Production,48,0.5
2015,Alberta,Coal Production,48,0.8
2016,Alberta,Coal Production,48,0.9
2017,Alberta,Coal Production,48,0.8
2018,Alberta,Coal Production,48,0.7
2019,Alberta,Coal Production,48,0.8
2020,Alberta,Coal Production,48,0.5
2021,Alberta,Coal Production,48,0.2
1990,Alberta,"Light Manufacturing, Construction and Forest Resources",48,6.3
1991,Alberta,"Light Manufacturing, Construction and Forest Resources",48,5.6
1992,Alberta,"Light Manufacturing, Construction and Forest Resources",48,5.2
1993,Alberta,"Light Manufacturing, Construction and Forest Resources",48,4.4
1994,Alberta,"Light Manufacturing, Construction and Forest Resources",48,4.0
1995,Alberta,"Light Manufacturing, Construction and Forest Resources",48,4.9
1996,Alberta,"Light Manufacturing, Construction and Forest Resources",48,5.5
1997,Alberta,"Light Manufacturing, Construction and Forest Resources",48,5.6
1998,Alberta,"Light Manufacturing, Construction and Forest Resources",48,4.0
1999,Alberta,"Light Manufacturing, Construction and Forest Resources",48,4.6
2000,Alberta,"Light Manufacturing, Construction and Forest Resources",48,4.6
2001,Alberta,"Light Manufacturing, Construction and Forest Resources",48,3.6
2002,Alberta,"Light Manufacturing, Construction and Forest Resources",48,3.4
2003,Alberta,"Light Manufacturing, Construction and Forest Resources",48,3.0
2004,Alberta,"Light Manufacturing, Construction and Forest Resources",48,3.0
2005,Alberta,"Light Manufacturing, Construction and Forest Resources",48,2.8
2006,Alberta,"Light Manufacturing, Construction and Forest Resources",48,3.3
2007,Alberta,"Light Manufacturing, Construction and Forest Resources",48,3.3
2008,Alberta,"Light Manufacturing, Construction and Forest Resources",48,3.1
2009,Alberta,"Light Manufacturing, Construction and Forest Resources",48,2.5
2010,Alberta,"Light Manufacturing, Construction and Forest Resources",48,2.9
2011,Alberta,"Light Manufacturing, Construction and Forest Resources",48,3.1
2012,Alberta,"Light Manufacturing, Construction and Forest Resources",48,3.0
2013,Alberta,"Light Manufacturing, Construction and Forest Resources",48,3.4
2014,Alberta,"Light Manufacturing, Construction and Forest Resources",48,3.3
2015,Alberta,"Light Manufacturing, Construction and Forest Resources",48,3.1
2016,Alberta,"Light Manufacturing, Construction and Forest Resources",48,3.4
2017,Alberta,"Light Manufacturing, Construction and Forest Resources",48,3.2
2018,Alberta,"Light Manufacturing, Construction and Forest Resources",48,3.0
2019,Alberta,"Light Manufacturing, Construction and Forest Resources",48,3.4
2020,Alberta,"Light Manufacturing, Construction and Forest Resources",48,2.9
2021,Alberta,"Light Manufacturing, Construction and Forest Resources",48,2.9
1990,British Columbia,Provincial Inventory Total,59,50.3
1991,British Columbia,Provincial Inventory Total,59,49.0
1992,British Columbia,Provincial Inventory Total,59,48.1
1993,British Columbia,Provincial Inventory Total,59,50.9
1994,British Columbia,Provincial Inventory Total,59,53.6
1995,British Columbia,Provincial Inventory Total,59,57.6
1996,British Columbia,Provincial Inventory Total,59,59.9
1997,British Columbia,Provincial Inventory Total,59,59.1
1998,British Columbia,Provincial Inventory Total,59,60.1
1999,British Columbia,Provincial Inventory Total,59,61.6
2000,British Columbia,Provincial Inventory Total,59,62.6
2001,British Columbia,Provincial Inventory Total,59,63.8
2002,British Columbia,Provincial Inventory Total,59,60.8
2003,British Columbia,Provincial Inventory Total,59,60.9
2004,British Columbia,Provincial Inventory Total,59,63.2
2005,British Columbia,Provincial Inventory Total,59,61.6
2006,British Columbia,Provincial Inventory Total,59,60.2
2007,British Columbia,Provincial Inventory Total,59,61.1
2008,British Columbia,Provincial Inventory Total,59,61.7
2009,British Columbia,Provincial Inventory Total,59,58.3
2010,British Columbia,Provincial Inventory Total,59,58.4
2011,British Columbia,Provincial Inventory Total,59,57.7
2012,British Columbia,Provincial Inventory Total,59,57.7
