Year,data.Geography,GeoCode,data.Economic family type,data.Household food security status,Value
2019,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",8.6
2020,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, moderate or severe",5.0
2018,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",8.3
2019,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",6.0
2020,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, moderate",3.5
2018,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2019,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, severe",
2020,data.Atlantic provinces,,data.Persons in couple families with other relatives,"data.Food insecure, severe",1.6
2018,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, marginal",7.3
2019,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, marginal",10.5
2020,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, marginal",9.8
2018,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",36.4
2019,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",31.2
2020,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, moderate or severe",34.2
2018,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, moderate",21.7
2019,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, moderate",18.7
2020,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, moderate",16.7
2018,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, severe",14.7
2019,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, severe",12.5
2020,data.Atlantic provinces,,data.Persons in lone-parent families,"data.Food insecure, severe",17.5
2018,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2019,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2020,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, marginal",
2018,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",26.4
2019,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",25.3
2020,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate or severe",25.1
2018,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2019,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2020,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, moderate",
2018,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2019,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2020,data.Atlantic provinces,,data.Persons in male lone-parent families,"data.Food insecure, severe",
2018,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, marginal",7.3
2019,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, marginal",
2020,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, marginal",9.6
2018,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",38.4
2019,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",32.9
2020,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, moderate or severe",36.2
2018,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, moderate",22.5
2019,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, moderate",20.7
2020,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, moderate",17.7
2018,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, severe",16.0
2019,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, severe",12.2
2020,data.Atlantic provinces,,data.Persons in female lone-parent families,"data.Food insecure, severe",18.5
2018,data.Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, marginal",8.7
2019,data.Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, marginal",5.8
2020,data.Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, marginal",6.2
2018,data.Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",17.4
2019,data.Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",12.1
2020,data.Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, moderate or severe",16.7
2018,data.Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, moderate",9.8
2019,data.Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, moderate",8.3
2020,data.Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, moderate",9.3
2018,data.Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, severe",7.6
2019,data.Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, severe",3.8
2020,data.Atlantic provinces,,data.Persons in other non-elderly families,"data.Food insecure, severe",7.4
2018,data.Atlantic provinces,,data.Persons not in an economic family,"data.Food insecure, marginal",5.7
2019,data.Atlantic provinces,,data.Persons not in an economic family,"data.Food insecure, marginal",7.2
2020,data.Atlantic provinces,,data.Persons not in an economic family,"data.Food insecure, marginal",4.4
2018,data.Atlantic provinces,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",17.6
2019,data.Atlantic provinces,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",16.3
2020,data.Atlantic provinces,,data.Persons not in an economic family,"data.Food insecure, moderate or severe",17.0
2018,data.Atlantic provinces,,data.Persons not in an economic family,"data.Food insecure, moderate",9.0
2019,data.Atlantic provinces,,data.Persons not in an economic family,"data.Food insecure, moderate",8.4
2020,data.Atlantic provinces,,data.Persons not in an economic family,"data.Food insecure, moderate",9.2
2018,data.Atlantic provinces,,data.Persons not in an economic family,"data.Food insecure, severe",8.6
2019,data.Atlantic provinces,,data.Persons not in an economic family,"data.Food insecure, severe",8.0
2020,data.Atlantic provinces,,data.Persons not in an economic family,"data.Food insecure, severe",7.8
2018,data.Atlantic provinces,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",4.9
2019,data.Atlantic provinces,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",4.2
2020,data.Atlantic provinces,,data.Elderly persons not in an economic family,"data.Food insecure, marginal",4.3
2018,data.Atlantic provinces,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",10.9
2019,data.Atlantic provinces,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",8.1
2020,data.Atlantic provinces,,data.Elderly persons not in an economic family,"data.Food insecure, moderate or severe",9.5
2018,data.Atlantic provinces,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",6.6
2019,data.Atlantic provinces,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",6.3
2020,data.Atlantic provinces,,data.Elderly persons not in an economic family,"data.Food insecure, moderate",6.4
2018,data.Atlantic provinces,,data.Elderly persons not in an economic family,"data.Food insecure, severe",4.3
2019,data.Atlantic provinces,,data.Elderly persons not in an economic family,"data.Food insecure, severe",1.8
2020,data.Atlantic provinces,,data.Elderly persons not in an economic family,"data.Food insecure, severe",3.0
2018,data.Atlantic provinces,,data.Elderly males not in an economic family,"data.Food insecure, marginal",6.8
2019,data.Atlantic provinces,,data.Elderly males not in an economic family,"data.Food insecure, marginal",4.7
2020,data.Atlantic provinces,,data.Elderly males not in an economic family,"data.Food insecure, marginal",3.8
2018,data.Atlantic provinces,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",14.3
2019,data.Atlantic provinces,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",8.5
2020,data.Atlantic provinces,,data.Elderly males not in an economic family,"data.Food insecure, moderate or severe",10.6
2018,data.Atlantic provinces,,data.Elderly males not in an economic family,"data.Food insecure, moderate",8.2
2019,data.Atlantic provinces,,data.Elderly males not in an economic family,"data.Food insecure, moderate",6.2
2020,data.Atlantic provinces,,data.Elderly males not in an economic family,"data.Food insecure, moderate",7.7
2018,data.Atlantic provinces,,data.Elderly males not in an economic family,"data.Food insecure, severe",6.1
2019,data.Atlantic provinces,,data.Elderly males not in an economic family,"data.Food insecure, severe",
2020,data.Atlantic provinces,,data.Elderly males not in an economic family,"data.Food insecure, severe",2.9
2018,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, marginal",3.9
2019,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, marginal",3.9
2020,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, marginal",4.5
2018,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",9.0
2019,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",7.9
2020,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, moderate or severe",8.8
2018,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, moderate",5.7
2019,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, moderate",6.4
2020,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, moderate",5.7
2018,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, severe",3.3
2019,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, severe",
2020,data.Atlantic provinces,,data.Elderly females not in an economic family,"data.Food insecure, severe",3.1
2018,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",6.2
2019,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",8.9
2020,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, marginal",4.4
2018,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",21.1
2019,data.Atlantic provinces,,data.Non-elderly persons not in an economic family,"data.Food insecure, moderate or severe",21.0
